,id_accs,active_deals,activity_count,buyer_book,servicing_contract,investor_type,cmbs,consultant,correspondent,foreign,master_servicer,lender_book,loan_sales_book,loan_servicing,num_deals_as_client,num_deals_as_investor,number_of_properties,number_of_related_deals,number_of_related_properties,number_of_won_deals_as_client,investor_type_IsMissing,id_deals_x,accounting_date,best_initial_bid,id_deals.1,closedate,date_closed,deal_type,deal_update_flag,debt_yield,fiscal,fiscalquarter,fiscalyear,platform,property_group,property_type,id,createdbyid,id_props,building_status,building_tax_expenses,id_deals_y,city,class,county,sale_status,portfolio,market,num_buildings,num_floors,num_parking_spaces,occupancy_rate,price_per_sq_ft,price_per_unit,property_type_1,region__c,sale_amount__c,sale_date__c,size_acres,size_sf,size_units,year_built
4607,0012A000023Y7JFQA0,72,77908,True,False,1,False,False,False,False,False,False,True,False,30,42,376,86,393,22,False,0062A00000moOryQAE,9/22/2011,0.0,0062A00000moOryQAE,5/9/2011,9/21/2011 0:00,Fixed-rate,True,0.0,2011 2,2,2011,Debt,Retail,Retail,a0A2A00000TzqdiUAB,005F0000007WnNDIA0,a0I2A00000XQLZTUA5,,,a0I2A00000XQLZTUA5,City-1312,,County-0577,N,False,Market-0175,,1.0,,97.0,190.53,,Retail,Southeast,25450000.0,7/7/2011,18.13,133574.0,,2008.0
4608,0012A000023Y7JFQA0,72,77908,True,False,1,False,False,False,False,False,False,True,False,30,42,376,86,393,22,False,0062A00000moOslQAE,2/24/2012,0.0,0062A00000moOslQAE,10/5/2011,2/24/2012 0:00,Fixed-rate,True,0.0,2011 4,4,2011,Debt,Retail,Retail,a0A2A00000TzmI1UAJ,005F0000007WnNDIA0,a0I2A00000XQHlqUAH,Existing,2012 Tax @ $3.80/sf,a0I2A00000XQHlqUAH,City-1684,,County-0400,N,True,Market-0178,,1.0,250.0,92.0,27191.52,,Retail,Southwest,1930000000.0,10/20/2014,10.81,70978.0,,2007.0
4609,0012A000023Y7JFQA0,72,77908,True,False,1,False,False,False,False,False,False,True,False,30,42,376,86,393,22,False,0062A00000moOslQAE,2/24/2012,0.0,0062A00000moOslQAE,10/5/2011,2/24/2012 0:00,Fixed-rate,True,0.0,2011 4,4,2011,Debt,Retail,Retail,a0A2A00000TzoqnUAB,005F0000007WnNDIA0,a0I2A00000XQK2WUAX,,,a0I2A00000XQK2WUAX,City-0046,,County-0013,N,True,Market-0008,1.0,1.0,,100.0,266.05,,Retail,West,22709088.16,10/1/2014,5.85932044,85356.0,,1981.0
4610,0012A000023Y7JFQA0,72,77908,True,False,1,False,False,False,False,False,False,True,False,30,42,376,86,393,22,False,0062A00000moOslQAE,2/24/2012,0.0,0062A00000moOslQAE,10/5/2011,2/24/2012 0:00,Fixed-rate,True,0.0,2011 4,4,2011,Debt,Retail,Retail,a0A2A00000TzrEtUAJ,005F0000007WnNDIA0,a0I2A00000XQM4PUAX,,,a0I2A00000XQM4PUAX,City-2138,,County-0317,N,True,Market-0085,1.0,1.0,,93.0,130.63,,Retail,Southeast,13970000.0,10/1/2014,18.4,106946.0,,2008.0
4611,0012A000023Y7JFQA0,72,77908,True,False,1,False,False,False,False,False,False,True,False,30,42,376,86,393,22,False,0062A00000moNmvQAE,4/9/2016,0.0,0062A00000moNmvQAE,3/27/2016,4/7/2016 0:00,Property Sale,True,,2016 1,1,2016,Investment Sales,Retail,Retail,a0A2A00000TznkRUAR,005F0000007WnNDIA0,a0I2A00000XQIu1UAH,Existing,2016 Tax @ $3.95/sf,a0I2A00000XQIu1UAH,City-0823,,County-0312,N,True,Market-0059,,1.0,10.0,100.0,403.99,,Retail,Southwest,890000.0,4/8/2016,0.33,2203.0,,1988.0
4613,0012A000023Y7JFQA0,72,77908,True,False,1,False,False,False,False,False,False,True,False,30,42,376,86,393,22,False,0062A00000moOrxQAE,9/9/2014,0.0,0062A00000moOrxQAE,6/13/2014,9/9/2014 0:00,Fixed-rate,True,10.0,2014 2,2,2014,Debt,Retail,Retail,a0A2A00000TzmAlUAJ,005F0000007WnNDIA0,a0I2A00000XQHfaUAH,,,a0I2A00000XQHfaUAH,City-1707,,County-0536,N,True,Market-0097,1.0,1.0,,100.0,355.47,,Retail,Mid-Atlantic,5172143.0,10/19/2011,1.7,14550.0,,2008.0
4614,0012A000023Y7JFQA0,72,77908,True,False,1,False,False,False,False,False,False,True,False,30,42,376,86,393,22,False,0062A00000moOrxQAE,9/9/2014,0.0,0062A00000moOrxQAE,6/13/2014,9/9/2014 0:00,Fixed-rate,True,10.0,2014 2,2,2014,Debt,Retail,Retail,a0A2A00000TzpeVUAR,005F0000007WnNDIA0,a0I2A00000XQL1tUAH,,,a0I2A00000XQL1tUAH,City-0741,,County-0570,N,True,Market-0235,1.0,1.0,,100.0,67.1,,Retail,Midwest,8412000.0,1/7/2014,16.91,125357.0,,1996.0
4615,0012A000023Y7JFQA0,72,77908,True,False,1,False,False,False,False,False,False,True,False,30,42,376,86,393,22,False,0062A00000moOrxQAE,9/9/2014,0.0,0062A00000moOrxQAE,6/13/2014,9/9/2014 0:00,Fixed-rate,True,10.0,2014 2,2,2014,Debt,Retail,Retail,a0A2A00000Tzq2XUAR,005F0000007WnNDIA0,a0I2A00000XQL1zUAH,,,a0I2A00000XQL1zUAH,City-1141,,County-0572,N,True,Market-0067,,,,100.0,,,Retail,Midwest,,,1.18,9100.0,,2013.0
4616,0012A000023Y7JFQA0,72,77908,True,False,1,False,False,False,False,False,False,True,False,30,42,376,86,393,22,False,0062A00000moOrxQAE,9/9/2014,0.0,0062A00000moOrxQAE,6/13/2014,9/9/2014 0:00,Fixed-rate,True,10.0,2014 2,2,2014,Debt,Retail,Retail,a0A2A00000Tzq2YUAR,005F0000007WnNDIA0,a0I2A00000XQL20UAH,,,a0I2A00000XQL20UAH,City-0639,,County-0242,N,True,Market-0074,1.0,1.0,,100.0,78.6,,Retail,Southwest,5000000.0,6/30/2014,1.3056,63610.0,,1984.0
4617,0012A000023Y7JFQA0,72,77908,True,False,1,False,False,False,False,False,False,True,False,30,42,376,86,393,22,False,0062A00000moOrxQAE,9/9/2014,0.0,0062A00000moOrxQAE,6/13/2014,9/9/2014 0:00,Fixed-rate,True,10.0,2014 2,2,2014,Debt,Retail,Retail,a0A2A00000Tzq2hUAB,005F0000007WnNDIA0,a0I2A00000XQL1nUAH,,,a0I2A00000XQL1nUAH,City-0956,,County-0323,N,True,Market-0120,,,,100.0,,,Retail,Midwest,,,,9002.0,,2012.0
4618,0012A000023Y7JFQA0,72,77908,True,False,1,False,False,False,False,False,False,True,False,30,42,376,86,393,22,False,0062A00000moOrxQAE,9/9/2014,0.0,0062A00000moOrxQAE,6/13/2014,9/9/2014 0:00,Fixed-rate,True,10.0,2014 2,2,2014,Debt,Retail,Retail,a0A2A00000Tzq2iUAB,005F0000007WnNDIA0,a0I2A00000XQL1oUAH,,,a0I2A00000XQL1oUAH,City-1672,,County-0702,N,True,Market-0132,,,,100.0,,,Retail,Southwest,,,1.48,12848.0,,2012.0
4619,0012A000023Y7JFQA0,72,77908,True,False,1,False,False,False,False,False,False,True,False,30,42,376,86,393,22,False,0062A00000moOrxQAE,9/9/2014,0.0,0062A00000moOrxQAE,6/13/2014,9/9/2014 0:00,Fixed-rate,True,10.0,2014 2,2,2014,Debt,Retail,Retail,a0A2A00000Tzq2lUAB,005F0000007WnNDIA0,a0I2A00000XQL1uUAH,,,a0I2A00000XQL1uUAH,City-2301,,County-0695,N,True,Market-0247,,,,100.0,,,Retail,Midwest,,,1.12,13225.0,,2013.0
4620,0012A000023Y7JFQA0,72,77908,True,False,1,False,False,False,False,False,False,True,False,30,42,376,86,393,22,False,0062A00000moOrxQAE,9/9/2014,0.0,0062A00000moOrxQAE,6/13/2014,9/9/2014 0:00,Fixed-rate,True,10.0,2014 2,2,2014,Debt,Retail,Retail,a0A2A00000Tzq2qUAB,005F0000007WnNDIA0,a0I2A00000XQL1yUAH,,,a0I2A00000XQL1yUAH,City-0777,,County-0250,N,True,Market-0200,,,,100.0,,,Retail,Midwest,,,0.8,9002.0,,2013.0
4621,0012A000023Y7JFQA0,72,77908,True,False,1,False,False,False,False,False,False,True,False,30,42,376,86,393,22,False,0062A00000moOrxQAE,9/9/2014,0.0,0062A00000moOrxQAE,6/13/2014,9/9/2014 0:00,Fixed-rate,True,10.0,2014 2,2,2014,Debt,Retail,Retail,a0A2A00000Tzr5mUAB,005F0000007WnNDIA0,a0I2A00000XQLx4UAH,,,a0I2A00000XQLx4UAH,City-0342,,County-0379,N,True,Market-0039,,,,100.0,,,Retail,Midwest,,,1.28,4973.0,,2011.0
4664,0012A000023XsH9QAK,8,14491,True,False,1,False,False,False,False,False,True,True,False,4,4,9,13,15,3,False,0062A00000moK79QAE,8/16/2016,0.0,0062A00000moK79QAE,12/1/2015,8/11/2016 0:00,Property Sale,True,0.0,2015 4,4,2015,Investment Sales,Office,Office,a0A2A00000TzoCuUAJ,005F0000007WnNDIA0,a0I2A00000XQJRiUAP,Existing,"2016 Tax @ $7.30/sf, 2014 Est Tax @ $5.36/sf; 2016 Ops @ $6.19/sf, 2014 Est Ops @ $6.45/sf",a0I2A00000XQJRiUAP,City-0376,Class B,County-0160,N,False,Market-0047,1.0,51.0,,78.0,379.36,,Office,Midwest,47900000.0,8/11/2016,1.0858,126266.0,,1983.0
4667,0012A000023XmfsQAC,16,17543,True,False,1,False,False,False,False,False,True,True,False,8,8,6,25,8,6,False,0062A00000moaSkQAI,12/28/2016,0.0,0062A00000moaSkQAI,11/8/2016,12/28/2016 0:00,Floating-Rate,True,0.0,2016 4,4,2016,Debt,Office,Office,a0A2A00000Tzoi2UAB,005F0000007WnNDIA0,a0I2A00000XQJtdUAH,Existing,"2016 Tax @ $2.23/sf, 2012 Est Tax @ $1.91/sf; 2013 Ops @ $4.36/sf, 2015 Est Ops @ $7.64/sf",a0I2A00000XQJtdUAH,City-0488,Class A,County-0172,N,False,Market-0059,1.0,19.0,490.0,77.0,99.88,,Office,Southwest,36655000.0,12/22/2016,3.86,367000.0,,1983.0
4668,0012A000023XmfsQAC,16,17543,True,False,1,False,False,False,False,False,True,True,False,8,8,6,25,8,6,False,0062A00000moaSfQAI,3/11/2014,0.0,0062A00000moaSfQAI,11/9/2012,3/11/2014 0:00,Property Sale,True,0.0,2012 4,4,2012,Investment Sales,Office,Office,a0A2A00000TznIVUAZ,005F0000007WnNDIA0,a0I2A00000XQIcdUAH,Existing,"2016 Tax @ $3.03/sf, 2010 Est Tax @ $2.40/sf; 2011 Ops @ $7.87/sf, 2010 Est Ops @ $8.37/sf",a0I2A00000XQIcdUAH,City-0936,Class B,County-0284,N,False,Market-0106,1.0,6.0,120.0,100.0,115.62,,Office,Southwest,13950000.0,3/11/2014,2.7569999999999997,120651.0,,1982.0
4669,0012A000023XmfsQAC,16,17543,True,False,1,False,False,False,False,False,True,True,False,8,8,6,25,8,6,False,0062A00000moaDlQAI,12/30/2016,0.0,0062A00000moaDlQAI,11/2/2016,12/15/2016 0:00,Floating-Rate,True,0.0,2016 4,4,2016,Debt,Retail,Retail,a0A2A00000TzohvUAB,005F0000007WnNDIA0,a0I2A00000XQJtsUAH,,,a0I2A00000XQJtsUAH,City-1808,,County-0053,N,False,Market-0204,,1.0,,76.0,129.96,,Retail,Southwest,7050000.0,11/14/2016,4.11,54246.0,,1981.0
4670,0012A000023XmfsQAC,16,17543,True,False,1,False,False,False,False,False,True,True,False,8,8,6,25,8,6,False,0062A00000moaROQAY,6/18/2014,0.0,0062A00000moaROQAY,12/6/2013,6/13/2014 0:00,Fixed-rate,True,0.0,2013 4,4,2013,Debt,Retail,Retail,a0A2A00000TzlLWUAZ,005F0000007WnNDIA0,a0I2A00000XQGvOUAX,Existing,2015 Tax @ $40.25/sf,a0I2A00000XQGvOUAX,City-0070,,County-0624,N,True,Market-0059,3.0,1.0,42.0,93.0,79.68,,Retail,Southwest,10612500.0,5/11/2012,8.21,133196.0,,1992.0
4671,0012A000023XmfsQAC,16,17543,True,False,1,False,False,False,False,False,True,True,False,8,8,6,25,8,6,False,0062A00000moaROQAY,6/18/2014,0.0,0062A00000moaROQAY,12/6/2013,6/13/2014 0:00,Fixed-rate,True,0.0,2013 4,4,2013,Debt,Retail,Retail,a0A2A00000TznQoUAJ,005F0000007WnNDIA0,a0I2A00000XQIkTUAX,Existing,"2011 Tax @ $7.25/sf; 2011 Ops @ $3.53/sf, 1999 Est Ops @ $6.20/sf",a0I2A00000XQIkTUAX,City-1715,,County-0172,N,True,Market-0059,,1.0,1350.0,71.0,93.35,,Retail,Southwest,19000000.0,1/4/2010,18.218,203526.0,,1956.0
4672,0012A000023XmfsQAC,16,17543,True,False,1,False,False,False,False,False,True,True,False,8,8,6,25,8,6,False,0062A00000moaROQAY,6/18/2014,0.0,0062A00000moaROQAY,12/6/2013,6/13/2014 0:00,Fixed-rate,True,0.0,2013 4,4,2013,Debt,Retail,Retail,a0A2A00000TzqkUUAR,005F0000007WnNDIA0,a0I2A00000XQLfcUAH,Existing,"2016 Tax @ $2.34/sf; 2014 Ops @ $7.85/sf, 2012 Est Ops @ $6.47/sf",a0I2A00000XQLfcUAH,City-0488,Class B,County-0172,N,True,Market-0059,1.0,3.0,446.0,79.0,86.77,,Office,Southwest,12012500.0,10/16/2012,3.4,138448.0,,1983.0
4679,0012A000023YL9WQAW,41,30067,True,False,1,False,False,False,False,False,True,True,False,32,9,220,81,253,24,False,0062A00000moW32QAE,4/7/2016,9500000.0,0062A00000moW32QAE,1/15/2016,4/7/2016 0:00,Property Sale,True,0.0,2016 1,1,2016,Investment Sales,Retail,Retail,a0A2A00000TzoOgUAJ,005F0000007WnNDIA0,a0I2A00000XQJcWUAX,Existing,2016 Tax @ $8.42/sf; 2007 Combined Est Tax/Ops @ $0.26/sf,a0I2A00000XQJcWUAX,City-0509,Class C,County-0284,N,True,Market-0106,1.0,1.0,,100.0,3653.85,,Retail,Southwest,9500000.0,8/16/2016,0.97,2600.0,,1990.0
4680,0012A000023YL9WQAW,41,30067,True,False,1,False,False,False,False,False,True,True,False,32,9,220,81,253,24,False,0062A00000moW3bQAE,4/19/2016,0.0,0062A00000moW3bQAE,9/4/2015,4/19/2016 0:00,Property Sale,True,0.0,2015 3,3,2015,Investment Sales,Office,Office,a0A2A00000TzltfUAB,005F0000007WnNDIA0,a0I2A00000XQHPnUAP,Existing,2016 Tax @ $2.54/sf,a0I2A00000XQHPnUAP,City-1217,Class B,County-0420,N,False,Market-0032,1.0,4.0,18.0,50.0,69.03,,Office,Northeast,21686000.0,4/26/2016,2.39,314176.0,,1985.0
4682,0012A000023YL9WQAW,41,30067,True,False,1,False,False,False,False,False,True,True,False,32,9,220,81,253,24,False,0062A00000moW3lQAE,10/1/2015,34000000.0,0062A00000moW3lQAE,5/1/2015,10/1/2015 0:00,Property Sale,True,0.0,2015 2,2,2015,Investment Sales,Office,Office,a0A2A00000TznxeUAB,005F0000007WnNDIA0,a0I2A00000XQJEqUAP,Existing,2015 Tax @ $1.01/sf,a0I2A00000XQJEqUAP,City-2164,Class B,County-0420,N,True,Market-0032,1.0,5.0,,99.0,447.54,,Office,Northeast,52500000.0,10/2/2015,3.54,117309.0,,1982.0
4683,0012A000023YL9WQAW,41,30067,True,False,1,False,False,False,False,False,True,True,False,32,9,220,81,253,24,False,0062A00000moW3WQAU,5/5/2015,0.0,0062A00000moW3WQAU,9/30/2014,5/1/2015 0:00,Property Sale,True,0.0,2014 3,3,2014,Investment Sales,Office,Office,a0A2A00000Tzna4UAB,005F0000007WnNDIA0,a0I2A00000XQIsdUAH,Existing,"2008 Tax @ $1.41/sf, 2011 Est Tax @ $1.45/sf; 2010 Ops @ $7.45/sf, 2011 Est Ops @ $5.11/sf",a0I2A00000XQIsdUAH,City-0360,Class A,County-0412,N,False,Market-0043,1.0,20.0,555.0,83.0,190.47,,Office,Mid-Atlantic,107750000.0,5/1/2015,1.22,565694.0,,1983.0
4684,0012A000023YL9WQAW,41,30067,True,False,1,False,False,False,False,False,True,True,False,32,9,220,81,253,24,False,0062A00000moVprQAE,7/21/2016,0.0,0062A00000moVprQAE,9/24/2015,7/21/2016 0:00,Property Sale,True,0.0,2015 3,3,2015,Investment Sales,Office,Office,a0A2A00000TzlQ9UAJ,005F0000007WnNDIA0,a0I2A00000XQGzfUAH,Existing,2015 Tax @ $2.01/sf,a0I2A00000XQGzfUAH,City-0360,Class B,County-0412,N,False,Market-0043,1.0,10.0,178.0,93.0,91.72,,Office,Mid-Atlantic,28500000.0,7/22/2016,2.28,310745.0,,1987.0
4685,0012A000023YL9WQAW,41,30067,True,False,1,False,False,False,False,False,True,True,False,32,9,220,81,253,24,False,0062A00000moW4AQAU,12/6/2012,93000000.0,0062A00000moW4AQAU,8/7/2012,12/6/2012 0:00,Property Sale,True,0.0,2012 3,3,2012,Investment Sales,Office,Office,a0A2A00000TzpfFUAR,005F0000007WnNDIA0,a0I2A00000XQKiwUAH,Existing,"2013 Tax @ $3.32/sf, 2015 Est Tax @ $3.51/sf; 2013 Ops @ $7.96/sf, 2015 Est Ops @ $8.09/sf",a0I2A00000XQKiwUAH,City-0376,Class B,County-0160,N,False,Market-0047,1.0,23.0,,87.0,179.97,,Office,Midwest,175000000.0,11/10/2017,1.43,972368.0,,1924.0
4686,0012A000023YL9WQAW,41,30067,True,False,1,False,False,False,False,False,True,True,False,32,9,220,81,253,24,False,0062A00000moW3CQAU,5/2/2017,40982720.0,0062A00000moW3CQAU,9/19/2016,5/2/2017 0:00,Property Sale,True,0.0,2016 3,3,2016,Investment Sales,Office,Office,a0A2A00000TznTFUAZ,005F0000007WnNDIA0,a0I2A00000XQImbUAH,Existing,2016 Tax @ $3.42/sf; 2016 Ops @ $3.63/sf,a0I2A00000XQImbUAH,City-0443,Class B,County-0172,N,False,Market-0059,1.0,3.0,1273.0,100.0,231.96,,Office,Southwest,42380000.0,5/2/2017,15.3,182700.0,,2008.0
4687,0012A000023YL9WQAW,41,30067,True,False,1,False,False,False,False,False,True,True,False,32,9,220,81,253,24,False,0062A00000moW2TQAU,6/29/2016,18500000.0,0062A00000moW2TQAU,1/23/2016,6/29/2016 0:00,Property Sale,True,0.0,2016 1,1,2016,Investment Sales,Office,Office,a0A2A00000Tzna1UAB,005F0000007WnNDIA0,a0I2A00000XQIsnUAH,Existing,"2016 Tax @ $3.26/sf, 2012 Est Tax @ $2.95/sf; 2011 Ops @ $2.23/sf, 2012 Est Ops @ $2.80/sf",a0I2A00000XQIsnUAH,City-1140,Class B,County-0185,N,False,Market-0059,1.0,3.0,517.0,100.0,187.34,,Office,Southwest,18500000.0,6/29/2016,8.33,98750.0,,2006.0
4689,0012A000023YL9WQAW,41,30067,True,False,1,False,False,False,False,False,True,True,False,32,9,220,81,253,24,False,0062A00000moW3qQAE,6/15/2016,0.0,0062A00000moW3qQAE,3/2/2016,6/15/2016 0:00,Property Sale,True,0.0,2016 1,1,2016,Investment Sales,Office,Office,a0A2A00000TzlRYUAZ,005F0000007WnNDIA0,a0I2A00000XQGtFUAX,,,a0I2A00000XQGtFUAX,City-1169,Class B,County-0005,N,False,Market-0206,3.0,,,100.0,268.63,,Office,West,59000000.0,6/15/2016,26.84,219631.0,,1988.0
4691,0012A000023YL9WQAW,41,30067,True,False,1,False,False,False,False,False,True,True,False,32,9,220,81,253,24,False,0062A00000mo7eKQAQ,4/27/2017,0.0,0062A00000mo7eKQAQ,5/13/2016,4/24/2017 0:00,Property Sale,True,0.0,2016 2,2,2016,Investment Sales,Office,Office,a0A2A00000TzqF7UAJ,005F0000007WnNDIA0,a0I2A00000XQKxeUAH,,,a0I2A00000XQKxeUAH,City-0240,Class A,County-0596,N,False,Market-0165,1.0,3.0,,100.0,73.21,,Office,Northeast,7000000.0,4/24/2017,8.34,95620.0,,1974.0
4693,0012A000023YL9WQAW,41,30067,True,False,1,False,False,False,False,False,True,True,False,32,9,220,81,253,24,False,0062A00000moW3RQAU,11/20/2015,0.0,0062A00000moW3RQAU,9/29/2015,11/20/2015 0:00,Property Sale,True,0.0,2015 3,3,2015,Investment Sales,Retail,Retail,a0A2A00000TzoQKUAZ,005F0000007WnNDIA0,a0I2A00000XQINlUAP,Existing,2016 Tax @ $3.28/sf; 2007 Combined Est Tax/Ops @ $0.24/sf,a0I2A00000XQINlUAP,City-0936,,County-0284,N,True,Market-0106,1.0,1.0,27.0,100.0,459.66,,Retail,Southwest,2900000.0,8/16/2016,1.06,6309.0,,1993.0
4694,0012A000023YL9WQAW,41,30067,True,False,1,False,False,False,False,False,True,True,False,32,9,220,81,253,24,False,0062A00000moW17QAE,8/16/2016,0.0,0062A00000moW17QAE,9/25/2015,8/16/2016 0:00,Property Sale,True,0.0,2015 3,3,2015,Investment Sales,Retail,Retail,a0A2A00000TzoOZUAZ,005F0000007WnNDIA0,a0I2A00000XQJcUUAX,,,a0I2A00000XQJcUUAX,City-0936,,County-0284,N,False,Market-0106,1.0,1.0,,100.0,677.0,,Retail,Southwest,4150000.0,8/16/2016,1.05,6130.0,,1997.0
4695,0012A000023YL9WQAW,41,30067,True,False,1,False,False,False,False,False,True,True,False,32,9,220,81,253,24,False,0062A00000moW3vQAE,1/5/2016,0.0,0062A00000moW3vQAE,9/29/2015,1/4/2016 0:00,Property Sale,True,0.0,2015 3,3,2015,Investment Sales,Retail,Retail,a0A2A00000Tzlt3UAB,005F0000007WnNDIA0,a0I2A00000XQHP2UAP,,,a0I2A00000XQHP2UAP,City-0886,,County-0053,N,True,Market-0204,1.0,1.0,,100.0,352.14,,Retail,Southwest,920842.0,1/4/2016,1.08,2615.0,,1982.0
4696,0012A000023YL9WQAW,41,30067,True,False,1,False,False,False,False,False,True,True,False,32,9,220,81,253,24,False,0062A00000moVvOQAU,10/22/2015,0.0,0062A00000moVvOQAU,9/25/2015,10/22/2015 0:00,Property Sale,True,0.0,2015 3,3,2015,Investment Sales,Retail,Retail,a0A2A00000Tzlt4UAB,005F0000007WnNDIA0,a0I2A00000XQHP3UAP,Existing,2016 Tax @ $9.18/sf; 2007 Combined Est Tax/Ops @ $0.26/sf,a0I2A00000XQHP3UAP,City-0488,,County-0172,N,True,Market-0059,1.0,1.0,17.0,100.0,450.0,,Retail,Southwest,2925000.0,8/16/2016,1.36,6500.0,,1980.0
4697,0012A000023YL9WQAW,41,30067,True,False,1,False,False,False,False,False,True,True,False,32,9,220,81,253,24,False,0062A00000moW4KQAU,10/26/2015,0.0,0062A00000moW4KQAU,9/29/2015,10/26/2015 0:00,Property Sale,True,0.0,2015 3,3,2015,Investment Sales,Retail,Retail,a0A2A00000TzoQLUAZ,005F0000007WnNDIA0,a0I2A00000XQJe5UAH,Existing,2016 Tax @ $4.11/sf; 2007 Combined Est Tax/Ops @ $0.10/sf,a0I2A00000XQJe5UAH,City-0936,Class C,County-0284,N,True,Market-0106,1.0,2.0,65.0,100.0,162.7,,Retail,Southwest,2200000.0,8/16/2016,3.15,13522.0,,1974.0
4698,0012A000023YL9WQAW,41,30067,True,False,1,False,False,False,False,False,True,True,False,32,9,220,81,253,24,False,0062A00000moW4PQAU,2/15/2016,0.0,0062A00000moW4PQAU,11/17/2015,2/10/2016 0:00,Property Sale,True,0.0,2015 4,4,2015,Investment Sales,Retail,Retail,a0A2A00000TzmqdUAB,005F0000007WnNDIA0,a0I2A00000XQIFLUA5,Existing,2016 Tax @ $7.13/sf; 2007 Combined Est Tax/Ops @ $0.25/sf,a0I2A00000XQIFLUA5,City-0936,,County-0284,N,False,Market-0106,1.0,1.0,,100.0,432.0,,Retail,Southwest,3211050.0,8/16/2016,1.3,7433.0,,1996.0
4699,0012A000023YL9WQAW,41,30067,True,False,1,False,False,False,False,False,True,True,False,32,9,220,81,253,24,False,0062A00000moW2EQAU,7/31/2009,8200000.0,0062A00000moW2EQAU,8/18/2008,7/31/2009 0:00,Property Sale,True,,2008 3,3,2008,Investment Sales,Retail,Retail,a0A2A00000Tzp8vUAB,005F0000007WnNDIA0,a0I2A00000XQKHqUAP,Existing,2012 Tax @ $0.36/sf,a0I2A00000XQKHqUAP,City-1808,,County-0053,N,False,Market-0204,1.0,2.0,4160.0,77.0,10.31,,Retail,Southwest,6500000.0,7/31/2009,36.5,630203.0,,1961.0
4700,0012A000023YL9WQAW,41,30067,True,False,1,False,False,False,False,False,True,True,False,32,9,220,81,253,24,False,0062A00000moVqKQAU,10/16/2015,0.0,0062A00000moVqKQAU,10/6/2015,10/16/2015 0:00,Property Sale,True,0.0,2015 4,4,2015,Investment Sales,Retail,Retail,a0A2A00000TzmqfUAB,005F0000007WnNDIA0,a0I2A00000XQIFiUAP,Existing,2016 Tax @ $7.26/sf; 2007 Combined Est Tax/Ops @ $0.21/sf,a0I2A00000XQIFiUAP,City-0936,,County-0284,N,True,Market-0106,1.0,1.0,15.0,100.0,326.1,,Retail,Southwest,1037000.0,8/16/2016,0.73,3180.0,,1995.0
4710,0012A000023XoDJQA0,107,35070,True,False,1,False,False,False,False,False,True,True,False,102,5,73,162,80,100,False,0062A00000mohPRQAY,1/28/2005,0.0,0062A00000mohPRQAY,10/14/2004,1/26/2005 0:00,Fixed-rate,True,0.0,2004 4,4,2004,Debt,Healthcare,Biotech,a0A2A00000TzqovUAB,005F0000007WnNDIA0,a0I2A00000XQLjKUAX,Existing,2016 Tax @ $1.58/sf,a0I2A00000XQLjKUAX,City-0976,Class A,County-0343,N,False,Market-0214,,4.0,700.0,0.0,104.17,,Biotech,West,21100000.0,5/2/2016,5.65,202544.0,,1992.0
4711,0012A000023XoDJQA0,107,35070,True,False,1,False,False,False,False,False,True,True,False,102,5,73,162,80,100,False,0062A00000mohUZQAY,11/18/2008,0.0,0062A00000mohUZQAY,12/21/2006,11/18/2008 0:00,Fixed-rate,True,0.0,2006 4,4,2006,Debt,Healthcare,Healthcare,a0A2A00000TzpRkUAJ,005F0000007WnNDIA0,a0I2A00000XQKXZUA5,Existing,2016 Tax @ $5.39/sf,a0I2A00000XQKXZUA5,City-0210,Class B,County-0613,N,False,Market-0032,1.0,10.0,,100.0,635.31,,Medical Office Building,Northeast,33250000.0,6/10/2016,0.12,52337.0,,1910.0
4712,0012A000023XoDJQA0,107,35070,True,False,1,False,False,False,False,False,True,True,False,102,5,73,162,80,100,False,0062A00000moh6HQAQ,12/5/2005,0.0,0062A00000moh6HQAQ,10/4/2004,12/2/2005 0:00,Fixed-rate,True,0.0,2004 4,4,2004,Debt,Healthcare,Healthcare,a0A2A00000TzngSUAR,005F0000007WnNDIA0,a0I2A00000XQIyGUAX,Existing,2008 Tax @ $2.74/sf,a0I2A00000XQIyGUAX,City-1999,Class B,County-0233,N,False,Market-0106,1.0,3.0,210.0,100.0,3535.9,,Medical Office Building,Southwest,257000000.0,12/20/2007,8.5334,72683.0,,2005.0
4713,0012A000023XoDJQA0,107,35070,True,False,1,False,False,False,False,False,True,True,False,102,5,73,162,80,100,False,0062A00000mohI1QAI,6/16/2006,0.0,0062A00000mohI1QAI,4/10/2006,6/15/2006 0:00,Fixed-rate,True,0.0,2006 2,2,2006,Debt,Healthcare,Healthcare,a0A2A00000TzmjSUAR,005F0000007WnNDIA0,a0I2A00000XQI9BUAX,Existing,2016 Tax @ $3.08/sf; 2006 Combined Est Tax/Ops @ $8.77/sf,a0I2A00000XQI9BUAX,City-0438,Class B,County-0431,N,True,Market-0106,,2.0,177.0,100.0,11966.14,,Medical Office Building,Southwest,481553398.0,9/7/2012,3.1,40243.0,,2014.0
