,id_accs,active_deals,activity_count,buyer_book,servicing_contract,investor_type,cmbs,consultant,correspondent,foreign,master_servicer,lender_book,loan_sales_book,loan_servicing,num_deals_as_client,num_deals_as_investor,number_of_properties,number_of_related_deals,number_of_related_properties,number_of_won_deals_as_client,investor_type_IsMissing,id_deals_x,accounting_date,best_initial_bid,id_deals.1,closedate,date_closed,deal_type,deal_update_flag,debt_yield,fiscal,fiscalquarter,fiscalyear,platform,property_group,property_type,id,createdbyid,id_props,building_status,building_tax_expenses,id_deals_y,city,class,county,sale_status,portfolio,market,num_buildings,num_floors,num_parking_spaces,occupancy_rate,price_per_sq_ft,price_per_unit,property_type_1,region__c,sale_amount__c,sale_date__c,size_acres,size_sf,size_units,year_built
266,0012A000023XoQbQAK,278,171433,True,True,2,False,False,False,False,False,True,True,False,101,177,133,375,255,88,False,0062A00000moStsQAE,2/10/2014,0.0,0062A00000moStsQAE,11/11/2013,2/7/2014 0:00,Fixed-rate,True,10.82,2013 4,4,2013,Debt,Retail,Retail,a0A2A00000Tzn84UAB,005F0000007WnNDIA0,a0I2A00000XQIV9UAP,,,a0I2A00000XQIV9UAP,City-0298,,County-0574,N,True,Market-0206,,,,100.0,,,Retail,West,,,,157970.0,,1959.0
267,0012A000023XoQbQAK,278,171433,True,True,2,False,False,False,False,False,True,True,False,101,177,133,375,255,88,False,0062A00000moScxQAE,6/26/2008,0.0,0062A00000moScxQAE,1/7/2008,6/25/2008 0:00,Fixed-rate,True,0.0,2008 1,1,2008,Debt,Retail,Retail,a0A2A00000Tzn83UAB,005F0000007WnNDIA0,a0I2A00000XQIV9UAP,,,a0I2A00000XQIV9UAP,City-0298,,County-0574,N,True,Market-0206,,,,100.0,,,Retail,West,,,,157970.0,,1959.0
268,0012A000023XoQbQAK,278,171433,True,True,2,False,False,False,False,False,True,True,False,101,177,133,375,255,88,False,0062A00000moSeVQAU,6/18/2010,0.0,0062A00000moSeVQAU,6/2/2010,,Miscellaneous,True,,2010 2,2,2010,Investment Sales,Retail,Retail,a0A2A00000TzqVtUAJ,005F0000007WnNDIA0,a0I2A00000XQLT1UAP,,,a0I2A00000XQLT1UAP,City-1606,,County-0400,N,False,Market-0178,,,,,,,Retail,Southwest,0.0,6/18/2010,,,,
351,0012A000023XoJoQAK,67,21180,True,False,2,False,False,False,False,False,True,True,False,2,65,67,118,304,2,False,0062A00000mofj5QAA,12/26/2013,0.0,0062A00000mofj5QAA,7/11/2013,12/20/2013 0:00,Property Sale,True,0.0,2013 3,3,2013,Investment Sales,Office,Office,a0A2A00000Tzm5WUAR,005F0000007WnNDIA0,a0I2A00000XQHaiUAH,Existing,2016 Tax @ $2.19/sf,a0I2A00000XQHaiUAH,City-1663,Class C,County-0436,N,True,Market-0183,1.0,12.0,,88.0,311.92,,Office,West,16550000.0,12/20/2013,0.23,53058.0,,1928.0
352,0012A000023XoJoQAK,67,21180,True,False,2,False,False,False,False,False,True,True,False,2,65,67,118,304,2,False,0062A00000mofj5QAA,12/26/2013,0.0,0062A00000mofj5QAA,7/11/2013,12/20/2013 0:00,Property Sale,True,0.0,2013 3,3,2013,Investment Sales,Office,Office,a0A2A00000Tzm9cUAB,005F0000007WnNDIA0,a0I2A00000XQHemUAH,Existing,2016 Tax @ $1.62/sf,a0I2A00000XQHemUAH,City-1663,Class B,County-0436,N,True,Market-0183,1.0,4.0,,62.0,427.96,,Office,West,16550000.0,12/20/2013,0.2296,38672.0,,1900.0
353,0012A000023XoJoQAK,67,21180,True,False,2,False,False,False,False,False,True,True,False,2,65,67,118,304,2,False,0062A00000mofj5QAA,12/26/2013,0.0,0062A00000mofj5QAA,7/11/2013,12/20/2013 0:00,Property Sale,True,0.0,2013 3,3,2013,Investment Sales,Office,Office,a0A2A00000TzpmhUAB,005F0000007WnNDIA0,a0I2A00000XQKgaUAH,Existing,2016 Tax @ $2.42/sf,a0I2A00000XQKgaUAH,City-1663,Class B,County-0436,N,True,Market-0183,1.0,6.0,,57.0,715.43,,Office,West,16550000.0,12/20/2013,0.1148,23133.0,,1893.0
354,0012A000023XoJoQAK,67,21180,True,False,2,False,False,False,False,False,True,True,False,2,65,67,118,304,2,False,0062A00000mofeeQAA,1/17/2014,0.0,0062A00000mofeeQAA,7/12/2013,1/16/2014 0:00,Property Sale,True,0.0,2013 3,3,2013,Investment Sales,Office,Office,a0A2A00000TzpOnUAJ,005F0000007WnNDIA0,a0I2A00000XQKUvUAP,Existing,2014 Tax @ $1.31/sf,a0I2A00000XQKUvUAP,City-1663,Class C,County-0436,N,True,Market-0183,1.0,6.0,,43.0,78.42,,Office,West,4950000.0,1/16/2014,0.3444,63120.0,,1913.0
367,0012A000023YBhKQAW,134,18409,True,False,2,False,False,False,False,False,True,True,False,8,126,2,171,101,6,False,0062A00000moZI0QAM,1/19/2014,0.0,0062A00000moZI0QAM,7/10/2013,1/17/2014 0:00,Sub-Performing,True,,2013 3,3,2013,Loan Sales,Multi-Housing,Apartments,a0A2A00000TzoDGUAZ,005F0000007WnNDIA0,a0I2A00000XQJSOUA5,,,a0I2A00000XQJSOUA5,City-1952,Class C,County-0461,N,True,Market-0067,14.0,2.0,,87.0,30.39,44533.14,Multi-Housing,Midwest,15453000.0,11/2/2016,23.98,508500.0,347.0,1966.0
368,0012A000023YBhKQAW,134,18409,True,False,2,False,False,False,False,False,True,True,False,8,126,2,171,101,6,False,0062A00000moZI0QAM,1/19/2014,0.0,0062A00000moZI0QAM,7/10/2013,1/17/2014 0:00,Sub-Performing,True,,2013 3,3,2013,Loan Sales,Multi-Housing,Apartments,a0A2A00000TzoDHUAZ,005F0000007WnNDIA0,a0I2A00000XQJSPUA5,,,a0I2A00000XQJSPUA5,City-1952,Class C,County-0461,N,True,Market-0067,1.0,242.0,,77.0,32.54,31185.94,Multi-Housing,Midwest,7546997.657000001,11/2/2016,6.1,231960.0,242.0,1968.0
369,0012A000023YBhKQAW,134,18409,True,False,2,False,False,False,False,False,True,True,False,8,126,2,171,101,6,False,0062A00000moJJdQAM,3/30/2012,0.0,0062A00000moJJdQAM,2/22/2012,3/30/2012 0:00,Non-Performing,True,,2012 1,1,2012,Loan Sales,Multi-Housing,Apartments,a0A2A00000Tzkn1UAB,005F0000007WnNDIA0,a0I2A00000XQGQ7UAP,Existing,2016 Tax @ $599.80/Unit,a0I2A00000XQGQ7UAP,City-0081,Class C,County-0183,N,False,Market-0013,14.0,3.0,285.0,96.0,13.78,15853.66,Multi-Housing,Southeast,2600000.0,11/26/2012,9.5,188700.0,164.0,1971.0
371,0012A000023YBhKQAW,134,18409,True,False,2,False,False,False,False,False,True,True,False,8,126,2,171,101,6,False,0062A00000moZIKQA2,4/17/2014,0.0,0062A00000moZIKQA2,9/18/2013,4/17/2014 0:00,Property Sale,True,0.0,2013 3,3,2013,Investment Sales,Office,Office,a0A2A00000TzpydUAB,005F0000007WnNDIA0,a0I2A00000XQKygUAH,Existing,,a0I2A00000XQKygUAH,City-1818,Class B,County-0574,N,False,Market-0206,2.0,,,91.0,209.51,,Office,West,64750000.0,11/16/2016,1.65,309048.0,,1963.0
373,0012A000023YBhKQAW,134,18409,True,False,2,False,False,False,False,False,True,True,False,8,126,2,171,101,6,False,0062A00000moZF2QAM,3/6/2013,0.0,0062A00000moZF2QAM,4/18/2012,3/1/2013 0:00,Sub-Performing,True,,2012 2,2,2012,Loan Sales,Retail,Retail,a0A2A00000TznIaUAJ,005F0000007WnNDIA0,a0I2A00000XQIciUAH,,,a0I2A00000XQIciUAH,City-0742,,County-0238,Y,False,Market-0089,2.0,2.0,,,92.26,,Retail,West,14250000.0,7/25/2006,15.03576,167998.0,,1965.0
374,0012A000023YBhKQAW,134,18409,True,False,2,False,False,False,False,False,True,True,False,8,126,2,171,101,6,False,0062A00000moZIFQA2,4/13/2012,0.0,0062A00000moZIFQA2,12/12/2011,4/2/2012 0:00,Sub-Performing,True,0.0,2011 4,4,2011,Loan Sales,Retail,Retail,a0A2A00000Tzo1NUAR,005F0000007WnNDIA0,a0I2A00000XQJIPUA5,,,a0I2A00000XQJIPUA5,City-0296,,County-0208,N,False,Market-0199,,,,69.0,,,Retail,West,,,6.24,52245.0,,2007.0
413,0012A000023XlVSQA0,854,58450,True,True,2,False,False,False,False,False,True,True,False,14,840,2,955,470,9,False,0062A00000moKO0QAM,3/8/2013,0.0,0062A00000moKO0QAM,6/25/2012,3/6/2013 0:00,Property Sale,True,0.0,2012 2,2,2012,Investment Sales,Hotel-Lodging,Hotel/Lodging,a0A2A00000Tzpz4UAB,005F0000007WnNDIA0,a0I2A00000XQKzJUAX,,,a0I2A00000XQKzJUAX,City-2084,,County-0499,N,False,Market-0199,,,,,,428260.87,Hotel-Lodging,West,9850000.0,3/6/2013,,,23.0,2008.0
414,0012A000023XlVSQA0,854,58450,True,True,2,False,False,False,False,False,True,True,False,14,840,2,955,470,9,False,0062A00000moKMqQAM,3/5/2010,0.0,0062A00000moKMqQAM,5/29/2009,3/2/2010 0:00,Higher Risk Performing,True,,2009 2,2,2009,Loan Sales,Hotel-Lodging,Hotel/Lodging,a0A2A00000Tzo8dUAB,005F0000007WnNDIA0,a0I2A00000XQJOSUA5,Existing,2008 Tax @ $9.94/sf,a0I2A00000XQJOSUA5,City-1415,,County-0452,N,False,Market-0165,1.0,16.0,30.0,94.0,919.27,441370.22,Hotel-Lodging,Northeast,335000000.0,12/22/2010,0.742,364418.0,759.0,1962.0
415,0012A000023XlVSQA0,854,58450,True,True,2,False,False,False,False,False,True,True,False,14,840,2,955,470,9,False,0062A00000moKNqQAM,10/22/2013,0.0,0062A00000moKNqQAM,2/25/2013,10/22/2013 0:00,Property Sale,True,0.0,2013 1,1,2013,Investment Sales,Land,Land,a0A2A00000Tzmb9UAB,005F0000007WnNDIA0,a0I2A00000XQI2XUAX,,,a0I2A00000XQI2XUAX,City-1391,,County-0427,N,False,Market-0165,,,,,10.04,40808.82,Land,Northeast,11100000.0,10/22/2013,25.37,1105117.2,272.0,
416,0012A000023XlVSQA0,854,58450,True,True,2,False,False,False,False,False,True,True,False,14,840,2,955,470,9,False,0062A00000moKMpQAM,3/18/2011,122500000.0,0062A00000moKMpQAM,11/30/2010,3/17/2011 0:00,Property Sale,True,0.0,2010 4,4,2010,Investment Sales,Multi-Housing,Apartments,a0A2A00000TzrIUUAZ,005F0000007WnNDIA0,a0I2A00000XQM7lUAH,Existing,2016 Tax @ $14142.9/Unit; 2011 Ops @ $11323.8/Unit,a0I2A00000XQM7lUAH,City-1415,Class A,County-0452,N,False,Market-0165,1.0,32.0,,95.0,1056.03,729166.67,Multi-Housing,Northeast,122500000.0,8/17/2011,0.15317999999999998,116000.0,168.0,1990.0
417,0012A000023XlVSQA0,854,58450,True,True,2,False,False,False,False,False,True,True,False,14,840,2,955,470,9,False,0062A00000moKNlQAM,9/29/2005,0.0,0062A00000moKNlQAM,6/7/2004,9/29/2005 0:00,Property Sale,True,,2004 2,2,2004,Investment Sales,Office,Office,a0A2A00000TzqhfUAB,005F0000007WnNDIA0,a0I2A00000XQLecUAH,Existing,,a0I2A00000XQLecUAH,City-0430,,County-0234,N,False,Market-0054,,,,100.0,177.57,,Office,Midwest,90000000.0,11/29/2005,62.0,506836.0,,1998.0
418,0012A000023XlVSQA0,854,58450,True,True,2,False,False,False,False,False,True,True,False,14,840,2,955,470,9,False,0062A00000moKLRQA2,8/4/2005,0.0,0062A00000moKLRQA2,5/29/2005,8/4/2005 0:00,Fixed-rate,True,,2005 2,2,2005,Debt,Retail,Retail,a0A2A00000TzpDcUAJ,005F0000007WnNDIA0,a0I2A00000XQKLmUAP,,,a0I2A00000XQKLmUAP,City-0502,,County-0431,N,False,Market-0063,,,,,,,Retail,Midwest,,,,151779.0,,
419,0012A000023XlVSQA0,854,58450,True,True,2,False,False,False,False,False,True,True,False,14,840,2,955,470,9,False,0062A00000moKNWQA2,10/12/2011,21350000.0,0062A00000moKNWQA2,9/23/2009,10/12/2011 0:00,Property Sale,True,0.0,2009 3,3,2009,Investment Sales,Retail,Retail,a0A2A00000TzmDdUAJ,005F0000007WnNDIA0,a0I2A00000XQHm3UAH,Existing,2012 Tax @ $20.03/sf,a0I2A00000XQHm3UAH,City-1038,,County-0473,N,True,Market-0171,2.0,1.0,,85.0,201.47,870370.37,Retail,Southeast,22000000.0,10/12/2011,23.7,116645.0,27.0,2008.0
420,0012A000023XlVSQA0,854,58450,True,True,2,False,False,False,False,False,True,True,False,14,840,2,955,470,9,False,0062A00000moKNbQAM,12/16/2010,0.0,0062A00000moKNbQAM,6/8/2010,12/13/2010 0:00,Non-Performing,True,,2010 2,2,2010,Loan Sales,Retail,Retail,a0A2A00000TznyRUAR,005F0000007WnNDIA0,a0I2A00000XQJFMUA5,,,a0I2A00000XQJFMUA5,City-0718,,County-0370,N,False,Market-0084,4.0,1.0,,53.0,89.22,395000.0,Retail,Southeast,9875000.0,12/6/2013,12.04,110676.0,25.0,2009.0
422,0012A000023XlVSQA0,854,58450,True,True,2,False,False,False,False,False,True,True,False,14,840,2,955,470,9,False,0062A00000moKNRQA2,8/24/2010,31500000.0,0062A00000moKNRQA2,3/23/2010,8/20/2010 0:00,Property Sale,True,,2010 1,1,2010,Investment Sales,Retail,Retail,a0A2A00000TzpAhUAJ,005F0000007WnNDIA0,a0I2A00000XQKJIUA5,,,a0I2A00000XQKJIUA5,City-0981,,County-0203,N,False,Market-0112,2.0,1.0,,95.0,139.34,,Retail,Southeast,36000000.0,8/20/2010,31.6,258359.0,,1989.0
433,0012A000023XoUSQA0,1134,115356,True,True,2,False,False,False,False,False,True,True,False,78,1056,133,1368,766,62,False,0062A00000moSsTQAU,6/30/2011,4900000.0,0062A00000moSsTQAU,3/1/2011,6/27/2011 0:00,Non-Performing,True,,2011 1,1,2011,Loan Sales,Office,Office,a0A2A00000TzmX0UAJ,005F0000007WnNDIA0,a0I2A00000XQHyzUAH,Existing,2016 Combined Tax/Ops @ $9.50/sf,a0I2A00000XQHyzUAH,City-0714,Class A,County-0077,N,True,Market-0151,1.0,4.0,268.0,83.0,97.61,,Office,Southeast,6500000.0,6/27/2016,0.509,66591.0,,2008.0
436,0012A000023XoUSQA0,1134,115356,True,True,2,False,False,False,False,False,True,True,False,78,1056,133,1368,766,62,False,0062A00000moTG4QAM,6/27/2011,15700000.0,0062A00000moTG4QAM,6/9/2010,6/27/2011 0:00,Non-Performing,True,,2010 2,2,2010,Loan Sales,Office,Office,a0A2A00000TzqNzUAJ,005F0000007WnNDIA0,a0I2A00000XQLLpUAP,Existing,2008 Tax @ $38.66/sf,a0I2A00000XQLLpUAP,City-0445,Class A,County-0077,Y,True,Market-0151,1.0,4.0,30.0,66.0,196.41,,Office,Southeast,,,3.819,101829.0,,2007.0
497,0012A000023XlVrQAK,9,772,True,False,2,False,False,False,False,False,False,False,False,6,3,0,11,2,6,False,0062A00000moKN3QAM,4/9/2003,0.0,0062A00000moKN3QAM,12/24/2002,4/9/2003 0:00,Property Sale,True,,2002 4,4,2002,Investment Sales,Office,Office,a0A2A00000Tzn9HUAR,005F0000007WnNDIA0,a0I2A00000XQIVvUAP,Existing,"2013 Tax @ $6.47/sf, 2017 Est Tax @ $6.23/sf; 2011 Ops @ $8.09/sf, 2017 Est Ops @ $9.58/sf",a0I2A00000XQIVvUAP,City-0376,Class B,County-0160,Y,False,Market-0047,1.0,27.0,,71.0,216.08,,Office,Midwest,48000000.0,9/15/2015,1.0,349409.0,,1970.0
821,0012A000023YLmuQAG,151,79872,True,False,2,False,False,False,False,False,True,True,False,22,129,20,224,97,17,False,0062A00000moYzJQAU,10/29/2015,0.0,0062A00000moYzJQAU,4/9/2015,10/29/2015 0:00,Property Sale,True,0.0,2015 2,2,2015,Investment Sales,Multi-Housing,Apartments,a0A2A00000TzrJ2UAJ,005F0000007WnNDIA0,a0I2A00000XQM8DUAX,Existing,2015 Tax @ $1069.39/Unit,a0I2A00000XQM8DUAX,City-1183,Class A,County-0197,N,False,Market-0065,32.0,3.0,1538.0,95.0,234.52,241312.74,Multi-Housing,West,125000000.0,10/30/2015,33.37,532996.0,518.0,2000.0
822,0012A000023YLmuQAG,151,79872,True,False,2,False,False,False,False,False,True,True,False,22,129,20,224,97,17,False,0062A00000moZ8PQAU,6/30/2009,0.0,0062A00000moZ8PQAU,12/22/2008,6/30/2009 0:00,Floating-Rate,True,0.0,2008 4,4,2008,Debt,Multi-Housing,Apartments,a0A2A00000TzrJ3UAJ,005F0000007WnNDIA0,a0I2A00000XQM8DUAX,Existing,2015 Tax @ $1069.39/Unit,a0I2A00000XQM8DUAX,City-1183,Class A,County-0197,N,False,Market-0065,32.0,3.0,1538.0,95.0,234.52,241312.74,Multi-Housing,West,125000000.0,10/30/2015,33.37,532996.0,518.0,2000.0
823,0012A000023YLmuQAG,151,79872,True,False,2,False,False,False,False,False,True,True,False,22,129,20,224,97,17,False,0062A00000moZUuQAM,5/16/2011,3500000.0,0062A00000moZUuQAM,10/13/2010,5/12/2011 0:00,Property Sale,True,,2010 4,4,2010,Investment Sales,Multi-Housing,Apartments,a0A2A00000TznCNUAZ,005F0000007WnNDIA0,a0I2A00000XQIY7UAP,,,a0I2A00000XQIY7UAP,City-2027,Class B,County-0373,N,False,Market-0231,13.0,2.0,,99.0,32.99,47500.0,Multi-Housing,Southeast,3800000.0,5/12/2011,5.97,115200.0,80.0,2003.0
824,0012A000023YLmuQAG,151,79872,True,False,2,False,False,False,False,False,True,True,False,22,129,20,224,97,17,False,0062A00000moZVdQAM,10/28/2016,0.0,0062A00000moZVdQAM,2/8/2016,10/28/2016 0:00,Fixed-rate,True,0.0,2016 1,1,2016,Debt,Multi-Housing,Apartments,a0A2A00000TzmkiUAB,005F0000007WnNDIA0,a0I2A00000XQIAAUA5,Existing,"2014 Tax @ $2284.69/Unit, 2012 Est Tax @ $6715.33/Unit; 2007 Ops @ $10647.5/Unit, 2012 Est Ops @ $10",a0I2A00000XQIAAUA5,City-0376,Class A,County-0160,N,False,Market-0047,1.0,46.0,500.0,96.0,1080.62,826642.34,Multi-Housing,Midwest,,,1.17,419205.0,548.0,2005.0
825,0012A000023YLmuQAG,151,79872,True,False,2,False,False,False,False,False,True,True,False,22,129,20,224,97,17,False,0062A00000moZ1yQAE,1/23/2009,0.0,0062A00000moZ1yQAE,10/14/2008,1/15/2009 0:00,Fixed-rate,True,0.0,2008 4,4,2008,Debt,Multi-Housing,Apartments,a0A2A00000TznZ7UAJ,005F0000007WnNDIA0,a0I2A00000XQIs9UAH,Existing,2016 Tax @ $4477.64/Unit,a0I2A00000XQIs9UAH,City-1629,Class B,County-0077,N,False,Market-0151,29.0,3.0,376.0,94.0,180.45,241416.89,Multi-Housing,Southeast,88600000.0,11/12/2015,38.067,491000.0,367.0,1995.0
826,0012A000023YLmuQAG,151,79872,True,False,2,False,False,False,False,False,True,True,False,22,129,20,224,97,17,False,0062A00000moZ6AQAU,6/4/2014,0.0,0062A00000moZ6AQAU,2/27/2013,6/4/2014 0:00,Property Sale,True,0.0,2013 1,1,2013,Investment Sales,Multi-Housing,Apartments,a0A2A00000TzqlQUAR,005F0000007WnNDIA0,a0I2A00000XQLgCUAX,Existing,,a0I2A00000XQLgCUAX,City-0917,Class A,County-0310,Y,False,Market-0165,4.0,5.0,,93.0,312500.0,312500.0,Multi-Housing,Northeast,125500000.0,6/9/2014,2.6899900000000003,240.0,240.0,1999.0
827,0012A000023YLmuQAG,151,79872,True,False,2,False,False,False,False,False,True,True,False,22,129,20,224,97,17,False,0062A00000moZVJQA2,9/25/2014,12075000.0,0062A00000moZVJQA2,9/24/2013,9/24/2014 0:00,Property Sale,True,0.0,2013 3,3,2013,Investment Sales,Office,Office,a0A2A00000TzkhMUAR,005F0000007WnNDIA0,a0I2A00000XQGLmUAP,Existing,"2014 Tax @ $5.22/sf, 2012 Est Tax @ $8.04/sf; 2010 Ops @ $5.84/sf, 2012 Est Ops @ $6.58/sf",a0I2A00000XQGLmUAP,City-1857,Class B,County-0160,N,False,Market-0047,1.0,5.0,250.0,100.0,120.28,,Office,Midwest,12750000.0,9/24/2014,5.15,106000.0,,1980.0
828,0012A000023YLmuQAG,151,79872,True,False,2,False,False,False,False,False,True,True,False,22,129,20,224,97,17,False,0062A00000moZ8ZQAU,7/31/2012,0.0,0062A00000moZ8ZQAU,1/6/2012,7/30/2012 0:00,Property Sale,True,0.0,2012 1,1,2012,Investment Sales,Office,Office,a0A2A00000TzmEZUAZ,005F0000007WnNDIA0,a0I2A00000XQHipUAH,Existing,2016 Tax @ $4.15/sf; 2016 Ops @ $8.05/sf,a0I2A00000XQHipUAH,City-2015,Class A,County-0077,N,False,Market-0151,4.0,3.0,452.0,62.0,217.86,,Office,Southeast,75000000.0,10/16/2015,7.82,344260.0,,1998.0
830,0012A000023YLmuQAG,151,79872,True,False,2,False,False,False,False,False,True,True,False,22,129,20,224,97,17,False,0062A00000moZ7NQAU,3/1/2017,93000000.0,0062A00000moZ7NQAU,10/1/2015,3/1/2017 0:00,Property Sale,True,0.0,2015 4,4,2015,Investment Sales,Office,Office,a0A2A00000TzluiUAB,005F0000007WnNDIA0,a0I2A00000XQHQdUAP,Demolished,2012 Tax @ $4.67/sf; 2007 Ops @ $15.90/sf,a0I2A00000XQHQdUAP,City-2175,Class A,County-0192,N,False,Market-0245,1.0,12.0,165.0,0.0,272.5,,Office,Mid-Atlantic,93000000.0,3/1/2017,0.8340000000000001,341283.0,,2015.0
864,0012A000023XwolQAC,4,340,False,False,2,False,False,False,True,False,True,False,False,2,2,0,5,1,2,False,0062A00000moct8QAA,9/15/2011,0.0,0062A00000moct8QAA,5/4/2011,9/15/2011 0:00,Well-Performing,True,,2011 2,2,2011,Loan Sales,Other,Promissory Note,a0A2A00000Tzp4wUAB,005F0000007WnNDIA0,a0I2A00000XQKEWUA5,Existing,,a0I2A00000XQKEWUA5,City-2175,Class A,County-0192,N,True,Market-0245,1.0,5.0,252.0,94.0,710.92,,Office,Mid-Atlantic,92000000.0,8/5/2013,0.79,129409.0,,2006.0
888,0012A000023XmVTQA0,4,822,True,False,2,False,False,False,False,False,True,True,False,1,3,7,12,10,1,False,0062A00000mobhRQAQ,6/14/2011,25500000.0,0062A00000mobhRQAQ,10/7/2010,6/3/2011 0:00,Property Sale,True,,2010 4,4,2010,Investment Sales,Mixed Use,Mixed Use,a0A2A00000Tzom8UAB,005F0000007WnNDIA0,a0I2A00000XQJy5UAH,Existing,"2014 Tax @ $7.89/sf, 2011 Est Tax @ $5.49/sf; 2012 Est Ops @ $2.20/sf",a0I2A00000XQJy5UAH,City-0488,Class A,County-0172,N,False,Market-0059,2.0,3.0,85.0,87.0,264.16,,Office,Southwest,24800000.0,6/3/2011,1.9169999999999998,93884.0,,2009.0
1080,0012A000023XljeQAC,148,12340,True,False,2,False,False,False,False,False,True,True,False,19,129,69,171,106,19,False,0062A00000moeZgQAI,12/9/2013,0.0,0062A00000moeZgQAI,4/10/2013,12/6/2013 0:00,Property Sale,True,0.0,2013 2,2,2013,Investment Sales,Retail,Retail,a0A2A00000TzoDxUAJ,005F0000007WnNDIA0,a0I2A00000XQJSoUAP,Existing,2016 Tax @ $6.63/sf,a0I2A00000XQJSoUAP,City-1290,,County-0419,N,False,Market-0151,2.0,1.0,78.0,100.0,647.77,,Retail,Southeast,9600000.0,6/27/2014,8.82,14820.0,,2009.0
1428,0012A000023XoUSQA0,1134,115356,True,True,2,False,False,False,False,False,True,True,False,78,1056,133,1368,766,62,False,0062A00000moT5RQAU,7/30/2010,15300000.0,0062A00000moT5RQAU,2/22/2010,7/30/2010 0:00,Property Sale,True,,2010 1,1,2010,Investment Sales,Office,Office,a0A2A00000Tzq1nUAB,005F0000007WnNDIA0,a0I2A00000XQL1MUAX,Existing,"2016 Tax @ $4.72/sf, 2011 Est Tax @ $1.93/sf; 2010 Ops @ $5.49/sf, 2011 Est Ops @ $5.49/sf",a0I2A00000XQL1MUAX,City-0007,Class A,County-0172,N,True,Market-0059,1.0,6.0,760.0,97.0,228.24,,Office,Southwest,45350000.0,1/31/2014,3.37,198691.0,,2009.0
1464,0012A000023XpCUQA0,2,1592,True,False,2,False,False,False,True,False,True,False,False,1,1,0,2,1,1,False,0062A00000moQuFQAU,4/11/2011,0.0,0062A00000moQuFQAU,12/1/2010,4/6/2011 12:00,Non-Performing,True,,2010 4,4,2010,Loan Sales,Other,Promissory Note,a0A2A00000TzlCzUAJ,005F0000007WnNDIA0,a0I2A00000XQGobUAH,Existing,"2012 Tax @ $7.74/sf, 2011 Est Tax @ $8.34/sf; 2010 Ops @ $15.30/sf, 2012 Est Ops @ $11.91/sf",a0I2A00000XQGobUAH,City-1415,Class A,County-0452,N,False,Market-0165,1.0,20.0,,91.0,762.71,,Office,Northeast,180000000.0,6/17/2016,0.21600000000000003,236000.0,,1926.0
1574,0012A000023XlVXQA0,75,18585,True,False,2,False,False,False,False,False,True,True,False,3,72,24,83,51,1,False,0062A00000moKOjQAM,11/28/2011,9750000.0,0062A00000moKOjQAM,5/24/2011,11/22/2011 0:00,Property Sale,True,0.0,2011 2,2,2011,Investment Sales,Multi-Housing,SFR - Attached,a0A2A00000Tzqe7UAB,005F0000007WnNDIA0,a0I2A00000XQLZqUAP,,,a0I2A00000XQLZqUAP,City-0714,Class A,County-0077,N,False,Market-0151,,,,,215.28,476190.48,,Southeast,10000000.0,11/22/2011,,46452.0,21.0,2009.0
1680,0012A000023XlVhQAK,52,17722,True,False,2,False,False,False,True,False,True,True,False,3,49,1,57,32,2,False,0062A00000moKM9QAM,12/22/2014,0.0,0062A00000moKM9QAM,6/20/2014,12/19/2014 0:00,Property Sale,True,0.0,2014 2,2,2014,Investment Sales,Multi-Housing,Apartments,a0A2A00000TzpxAUAR,005F0000007WnNDIA0,a0I2A00000XQKxWUAX,Existing,,a0I2A00000XQKxWUAX,City-0390,Class B,County-0136,N,False,Market-0183,37.0,3.0,,95.0,85.9,85978.84,Multi-Housing,West,16250000.0,12/19/2014,19.0,189176.0,189.0,1995.0
1789,0012A000023XlVkQAK,303,22923,True,True,2,False,False,False,False,False,True,True,False,10,293,39,334,239,9,False,0062A00000moKMJQA2,6/30/2008,0.0,0062A00000moKMJQA2,4/16/2008,6/30/2008 0:00,Well-Performing,True,,2008 2,2,2008,Loan Sales,Hotel-Lodging,Hotel/Lodging,a0A2A00000Tzp7BUAR,005F0000007WnNDIA0,a0I2A00000XQKGHUA5,Existing,2016 Tax @ $2.24/sf,a0I2A00000XQKGHUA5,City-0070,Class A,County-0023,N,False,Market-0245,,18.0,400.0,77.0,218.77,172794.12,Hotel-Lodging,Mid-Atlantic,70500000.0,5/19/2011,2.94396233,322262.0,408.0,1974.0
1790,0012A000023XlVkQAK,303,22923,True,True,2,False,False,False,False,False,True,True,False,10,293,39,334,239,9,False,0062A00000moJzwQAE,10/27/2011,0.0,0062A00000moJzwQAE,2/18/2011,10/25/2011 0:00,Miscellaneous,True,,2011 1,1,2011,Investment Sales,Hotel-Lodging,Hotel/Lodging,a0A2A00000TzorqUAB,005F0000007WnNDIA0,a0I2A00000XQK3aUAH,,,a0I2A00000XQK3aUAH,City-1783,,County-0680,N,False,Market-0165,,,,,,,Hotel-Lodging,Northeast,0.0,10/25/2011,,,473000.0,
