,id_accs,active_deals,activity_count,buyer_book,servicing_contract,investor_type,cmbs,consultant,correspondent,foreign,master_servicer,lender_book,loan_sales_book,loan_servicing,num_deals_as_client,num_deals_as_investor,number_of_properties,number_of_related_deals,number_of_related_properties,number_of_won_deals_as_client,investor_type_IsMissing,id_deals_x,accounting_date,best_initial_bid,id_deals.1,closedate,date_closed,deal_type,deal_update_flag,debt_yield,fiscal,fiscalquarter,fiscalyear,platform,property_group,property_type,id,createdbyid,id_props,building_status,building_tax_expenses,id_deals_y,city,class,county,sale_status,portfolio,market,num_buildings,num_floors,num_parking_spaces,occupancy_rate,price_per_sq_ft,price_per_unit,property_type_1,region__c,sale_amount__c,sale_date__c,size_acres,size_sf,size_units,year_built
5698,0012A000023YAbtQAG,42,23694,True,False,0,False,False,False,False,False,False,True,False,38,4,21,49,31,33,False,0062A00000moXg7QAE,6/28/2011,0.0,0062A00000moXg7QAE,2/25/2011,6/28/2011 0:00,Fixed-rate,True,0.0,2011 1,1,2011,Debt,Office,Office,a0A2A00000TzortUAB,005F0000007WnNDIA0,a0I2A00000XQK3XUAX,Existing,2015 Tax @ $3.56/sf; 2011 Ops @ $6.00/sf,a0I2A00000XQK3XUAX,City-0725,Class A,County-0624,N,False,Market-0059,1.0,1.0,562.0,100.0,786.97,,Office,Southwest,93650000.0,12/11/2015,9.06,119001.0,,2006.0
5699,0012A000023YAbtQAG,42,23694,True,False,0,False,False,False,False,False,False,True,False,38,4,21,49,31,33,False,0062A00000moXh4QAE,10/28/2011,0.0,0062A00000moXh4QAE,2/25/2011,10/27/2011 0:00,Fixed-rate,True,0.0,2011 1,1,2011,Debt,Office,Office,a0A2A00000TzlETUAZ,005F0000007WnNDIA0,a0I2A00000XQGnQUAX,Existing,"2015 Tax @ $3.69/sf, 2011 Est Tax @ $3.66/sf; 2011 Est Ops @ $6.08/sf",a0I2A00000XQGnQUAX,City-0725,Class A,County-0624,N,False,Market-0059,1.0,1.0,904.0,100.0,569.88,,Office,Southwest,93650000.0,12/11/2015,10.0,164333.0,,2008.0
5700,0012A000023YAbtQAG,42,23694,True,False,0,False,False,False,False,False,False,True,False,38,4,21,49,31,33,False,0062A00000moXjTQAU,10/28/2011,0.0,0062A00000moXjTQAU,10/17/2011,10/27/2011 0:00,Mezzanine,True,0.0,2011 4,4,2011,Equity Placement,Office,Office,a0A2A00000TzlEUUAZ,005F0000007WnNDIA0,a0I2A00000XQGnQUAX,Existing,"2015 Tax @ $3.69/sf, 2011 Est Tax @ $3.66/sf; 2011 Est Ops @ $6.08/sf",a0I2A00000XQGnQUAX,City-0725,Class A,County-0624,N,False,Market-0059,1.0,1.0,904.0,100.0,569.88,,Office,Southwest,93650000.0,12/11/2015,10.0,164333.0,,2008.0
5701,0012A000023YAbtQAG,42,23694,True,False,0,False,False,False,False,False,False,True,False,38,4,21,49,31,33,False,0062A00000moXXuQAM,6/22/2016,0.0,0062A00000moXXuQAM,12/29/2015,6/21/2016 0:00,Floating-Rate,True,8.25,2015 4,4,2015,Debt,Office,Office,a0A2A00000TzmwIUAR,005F0000007WnNDIA0,a0I2A00000XQIKyUAP,Existing,"2016 Tax @ $1.77/sf, 2013 Est Tax @ $1.18/sf; 2014 Ops @ $3.69/sf, 2013 Est Ops @ $2.22/sf",a0I2A00000XQIKyUAP,City-1715,Class B,County-0172,N,True,Market-0059,5.0,1.0,,100.0,424.12,16366987.21,Office,Southwest,32733974.41,6/21/2016,5.309,77181.0,2.0,1996.0
5702,0012A000023YAbtQAG,42,23694,True,False,0,False,False,False,False,False,False,True,False,38,4,21,49,31,33,False,0062A00000moXXuQAM,6/22/2016,0.0,0062A00000moXXuQAM,12/29/2015,6/21/2016 0:00,Floating-Rate,True,8.25,2015 4,4,2015,Debt,Office,Office,a0A2A00000TzmwJUAR,005F0000007WnNDIA0,a0I2A00000XQIKzUAP,Existing,"2016 Tax @ $1.25/sf, 2013 Est Tax @ $1.02/sf; 2015 Ops @ $3.88/sf, 2013 Est Ops @ $2.12/sf",a0I2A00000XQIKzUAP,City-1715,Class B,County-0172,N,True,Market-0059,,1.0,,0.0,,,Office,Southwest,,6/21/2016,4.289,60540.0,1.0,1996.0
5703,0012A000023YAbtQAG,42,23694,True,False,0,False,False,False,False,False,False,True,False,38,4,21,49,31,33,False,0062A00000moXXuQAM,6/22/2016,0.0,0062A00000moXXuQAM,12/29/2015,6/21/2016 0:00,Floating-Rate,True,8.25,2015 4,4,2015,Debt,Office,Office,a0A2A00000TzmwKUAR,005F0000007WnNDIA0,a0I2A00000XQIL0UAP,Existing,"2016 Tax @ $1.90/sf, 2013 Est Tax @ $1.25/sf; 2014 Ops @ $3.94/sf, 2013 Est Ops @ $3.10/sf",a0I2A00000XQIL0UAP,City-1715,Class B,County-0172,N,True,Market-0059,,1.0,,100.0,,,Office,Southwest,,6/21/2016,2.9589999999999996,38786.0,4.0,1996.0
5704,0012A000023YAbtQAG,42,23694,True,False,0,False,False,False,False,False,False,True,False,38,4,21,49,31,33,False,0062A00000moXXuQAM,6/22/2016,0.0,0062A00000moXXuQAM,12/29/2015,6/21/2016 0:00,Floating-Rate,True,8.25,2015 4,4,2015,Debt,Office,Office,a0A2A00000TzmwLUAR,005F0000007WnNDIA0,a0I2A00000XQIL2UAP,Existing,"2016 Tax @ $1.92/sf, 2013 Est Tax @ $1.28/sf; 2014 Ops @ $3.23/sf, 2013 Est Ops @ $2.62/sf",a0I2A00000XQIL2UAP,City-1715,Class B,County-0172,N,True,Market-0059,,1.0,,100.0,,,Office,Southwest,,6/21/2016,3.5972,54801.0,3.0,1997.0
5705,0012A000023YAbtQAG,42,23694,True,False,0,False,False,False,False,False,False,True,False,38,4,21,49,31,33,False,0062A00000moXXuQAM,6/22/2016,0.0,0062A00000moXXuQAM,12/29/2015,6/21/2016 0:00,Floating-Rate,True,8.25,2015 4,4,2015,Debt,Office,Office,a0A2A00000TzoZwUAJ,005F0000007WnNDIA0,a0I2A00000XQJgXUAX,Existing,"2016 Tax @ $1.91/sf, 2013 Est Tax @ $1.27/sf; 2014 Ops @ $3.10/sf, 2013 Est Ops @ $2.40/sf",a0I2A00000XQJgXUAX,City-1715,Class B,County-0172,N,True,Market-0059,,1.0,346.0,100.0,,,Office,Southwest,,6/21/2016,5.849,87536.0,6.0,1997.0
5706,0012A000023YAbtQAG,42,23694,True,False,0,False,False,False,False,False,False,True,False,38,4,21,49,31,33,False,0062A00000moXjdQAE,9/17/2014,0.0,0062A00000moXjdQAE,12/18/2013,9/16/2014 0:00,Fixed-rate,True,0.0,2013 4,4,2013,Debt,Office,Office,a0A2A00000TzpQWUAZ,005F0000007WnNDIA0,a0I2A00000XQKQtUAP,Existing,"2017 Tax @ $3.29/sf, 2011 Est Tax @ $1.85/sf; 2017 Ops @ $8.47/sf, 2011 Est Ops @ $10.27/sf",a0I2A00000XQKQtUAP,City-2015,Class A,County-0077,Y,False,Market-0151,1.0,6.0,,97.0,241.88,,Office,Southeast,45200000.0,3/31/2014,6.91,239373.0,,2000.0
5707,0012A000023YAbtQAG,42,23694,True,False,0,False,False,False,False,False,False,True,False,38,4,21,49,31,33,False,0062A00000moXjiQAE,5/11/2015,0.0,0062A00000moXjiQAE,9/29/2014,5/11/2015 0:00,Fixed-rate,True,0.0,2014 3,3,2014,Debt,Office,Office,a0A2A00000TzqIxUAJ,005F0000007WnNDIA0,a0I2A00000XQLGlUAP,Existing,,a0I2A00000XQLGlUAP,City-2298,Class A,County-0471,N,False,Market-0171,,3.0,,93.0,,,Office,Southeast,,,4.9997,86075.0,,2013.0
5708,0012A000023Xo2PQAS,43,13698,True,False,0,False,False,False,False,False,False,True,False,29,14,39,57,42,25,False,0062A00000moT1LQAU,6/23/2016,0.0,0062A00000moT1LQAU,8/12/2013,6/15/2016 0:00,Property Sale,True,0.0,2013 3,3,2013,Investment Sales,Multi-Housing,Apartments,a0A2A00000Tzl7BUAR,005F0000007WnNDIA0,a0I2A00000XQGjnUAH,Existing,"2016 Tax @ $2420.17/Unit, 2011 Est Tax @ $1254.31/Unit; 2011 Est Ops @ $4145.69/Unit",a0I2A00000XQGjnUAH,City-0488,Class B,County-0172,N,False,Market-0059,8.0,2.0,173.0,95.0,105.28,107291.67,Multi-Housing,Southwest,10300000.0,6/15/2016,4.25,97831.0,96.0,1950.0
5709,0012A000023Xo2PQAS,43,13698,True,False,0,False,False,False,False,False,False,True,False,29,14,39,57,42,25,False,0062A00000moT3JQAU,9/13/2016,0.0,0062A00000moT3JQAU,6/30/2016,9/12/2016 0:00,Floating-Rate,True,0.0,2016 2,2,2016,Debt,Multi-Housing,Apartments,a0A2A00000TzqPTUAZ,005F0000007WnNDIA0,a0I2A00000XQLNLUA5,Existing,2016 Tax @ $3643.47/Unit,a0I2A00000XQLNLUA5,City-0488,Class A,County-0172,N,True,Market-0059,17.0,3.0,150.0,95.0,153.06,157211.54,Multi-Housing,Southwest,32700000.0,9/12/2016,8.19,213640.0,208.0,1994.0
5711,0012A000023Xo2PQAS,43,13698,True,False,0,False,False,False,False,False,False,True,False,29,14,39,57,42,25,False,0062A00000moT2aQAE,11/5/2014,0.0,0062A00000moT2aQAE,8/18/2014,10/30/2014 0:00,Fixed-rate,True,0.0,2014 3,3,2014,Debt,Multi-Housing,Apartments,a0A2A00000TzpllUAB,005F0000007WnNDIA0,a0I2A00000XQKo6UAH,Existing,2015 Tax @ $949.82/Unit; 2007 Ops @ $2563.53/Unit,a0I2A00000XQKo6UAH,City-1189,Class B,County-0061,N,True,Market-0065,17.0,2.0,575.0,95.0,234.71,182916.67,Multi-Housing,West,81600000.0,10/31/2014,12.19,280560.0,360.0,1990.0
5713,0012A000023Xo2PQAS,43,13698,True,False,0,False,False,False,False,False,False,True,False,29,14,39,57,42,25,False,0062A00000moT2kQAE,11/5/2014,0.0,0062A00000moT2kQAE,8/18/2014,10/30/2014 0:00,Fixed-rate,True,0.0,2014 3,3,2014,Debt,Multi-Housing,Apartments,a0A2A00000TzplmUAB,005F0000007WnNDIA0,a0I2A00000XQKnAUAX,Existing,2015 Tax @ $1000.57/Unit; 2007 Ops @ $2735.54/Unit,a0I2A00000XQKnAUAX,City-1189,Class B,County-0061,N,True,Market-0065,14.0,2.0,338.0,95.0,222.37,190952.38,Multi-Housing,West,81600000.0,10/31/2014,9.35,180334.0,210.0,1988.0
5715,0012A000023Xo2PQAS,43,13698,True,False,0,False,False,False,False,False,False,True,False,29,14,39,57,42,25,False,0062A00000moT2uQAE,1/29/2016,0.0,0062A00000moT2uQAE,10/22/2015,1/29/2016 0:00,Floating-Rate,True,0.0,2015 4,4,2015,Debt,Multi-Housing,Apartments,a0A2A00000Tzlt2UAB,005F0000007WnNDIA0,a0I2A00000XQHP1UAP,Existing,2016 Tax @ $637.55/Unit; 2016 Ops @ $5756.98/Unit,a0I2A00000XQHP1UAP,City-0526,Class B,County-0186,N,False,Market-0065,15.0,2.0,461.0,96.0,176.47,143835.62,Multi-Housing,West,42000000.0,1/29/2016,11.36,238005.0,292.0,1978.0
5716,0012A000023XuI3QAK,27,8149,True,False,0,False,False,False,False,False,True,True,False,15,12,39,43,43,6,False,0062A00000moGwXQAU,1/29/2016,0.0,0062A00000moGwXQAU,8/10/2015,1/29/2016 0:00,Property Sale,True,0.0,2015 3,3,2015,Investment Sales,Multi-Housing,Apartments,a0A2A00000Tzlt1UAB,005F0000007WnNDIA0,a0I2A00000XQHP1UAP,Existing,2016 Tax @ $637.55/Unit; 2016 Ops @ $5756.98/Unit,a0I2A00000XQHP1UAP,City-0526,Class B,County-0186,N,False,Market-0065,15.0,2.0,461.0,96.0,176.47,143835.62,Multi-Housing,West,42000000.0,1/29/2016,11.36,238005.0,292.0,1978.0
5717,0012A000023Xo2PQAS,43,13698,True,False,0,False,False,False,False,False,False,True,False,29,14,39,57,42,25,False,0062A00000moT3dQAE,2/22/2016,0.0,0062A00000moT3dQAE,12/10/2015,2/19/2016 0:00,Floating-Rate,True,0.0,2015 4,4,2015,Debt,Multi-Housing,Apartments,a0A2A00000TzmZiUAJ,005F0000007WnNDIA0,a0I2A00000XQI2fUAH,Existing,2016 Tax @ $2797.68/Unit,a0I2A00000XQI2fUAH,City-0936,Class B,County-0284,N,False,Market-0106,17.0,3.0,500.0,94.0,120.85,104375.0,Multi-Housing,Southwest,50100000.0,2/19/2016,21.6,414564.0,480.0,2007.0
5718,0012A000023Xo2PQAS,43,13698,True,False,0,False,False,False,False,False,False,True,False,29,14,39,57,42,25,False,0062A00000moT3iQAE,2/21/2017,0.0,0062A00000moT3iQAE,11/7/2016,2/17/2017 0:00,Floating-Rate,True,7.0,2016 4,4,2016,Debt,Multi-Housing,Apartments,a0A2A00000Tzo5EUAR,005F0000007WnNDIA0,a0I2A00000XQJLHUA5,Existing,2015 Tax @ $709.77/Unit,a0I2A00000XQJLHUA5,City-0526,Class B,County-0186,N,False,Market-0065,10.0,3.0,369.0,96.0,203.83,165217.39,Multi-Housing,West,38000000.0,2/17/2017,7.26,186434.0,230.0,1977.0
5719,0012A000023XuI3QAK,27,8149,True,False,0,False,False,False,False,False,True,True,False,15,12,39,43,43,6,False,0062A00000moGwmQAE,2/17/2017,0.0,0062A00000moGwmQAE,8/12/2016,2/17/2017 0:00,Property Sale,True,0.0,2016 3,3,2016,Investment Sales,Multi-Housing,Apartments,a0A2A00000Tzo5DUAR,005F0000007WnNDIA0,a0I2A00000XQJLHUA5,Existing,2015 Tax @ $709.77/Unit,a0I2A00000XQJLHUA5,City-0526,Class B,County-0186,N,False,Market-0065,10.0,3.0,369.0,96.0,203.83,165217.39,Multi-Housing,West,38000000.0,2/17/2017,7.26,186434.0,230.0,1977.0
5720,0012A000023XsS6QAK,22,11365,True,False,0,False,False,False,False,False,False,True,False,19,3,2,36,3,13,False,0062A00000moJrNQAU,10/15/2014,0.0,0062A00000moJrNQAU,6/11/2014,10/15/2014 0:00,Property Sale,True,0.0,2014 2,2,2014,Investment Sales,Multi-Housing,Apartments,a0A2A00000Tzo5AUAR,005F0000007WnNDIA0,a0I2A00000XQJLHUA5,Existing,2015 Tax @ $709.77/Unit,a0I2A00000XQJLHUA5,City-0526,Class B,County-0186,N,False,Market-0065,10.0,3.0,369.0,96.0,203.83,165217.39,Multi-Housing,West,38000000.0,2/17/2017,7.26,186434.0,230.0,1977.0
5721,0012A000023Xo2PQAS,43,13698,True,False,0,False,False,False,False,False,False,True,False,29,14,39,57,42,25,False,0062A00000moT3OQAU,9/15/2015,0.0,0062A00000moT3OQAU,7/2/2015,9/14/2015 0:00,Floating-Rate,True,0.0,2015 3,3,2015,Debt,Multi-Housing,Apartments,a0A2A00000TzlsAUAR,005F0000007WnNDIA0,a0I2A00000XQHNpUAP,Existing,2015 Tax @ $554.70/Unit; 2015 Ops @ $4245.30/Unit,a0I2A00000XQHNpUAP,City-0088,Class B,County-0021,N,False,Market-0065,17.0,3.0,392.0,95.0,179.4,148148.15,Multi-Housing,West,52000000.0,9/15/2015,11.42,289854.0,351.0,1986.0
5722,0012A000023Xo2PQAS,43,13698,True,False,0,False,False,False,False,False,False,True,False,29,14,39,57,42,25,False,0062A00000moT35QAE,1/5/2016,0.0,0062A00000moT35QAE,10/28/2015,1/4/2016 0:00,Floating-Rate,True,0.0,2015 4,4,2015,Debt,Multi-Housing,Apartments,a0A2A00000TzlWPUAZ,005F0000007WnNDIA0,a0I2A00000XQH4xUAH,Existing,2016 Combined Tax/Ops @ $5227.54/unit,a0I2A00000XQH4xUAH,City-0526,Class B,County-0186,N,False,Market-0065,16.0,3.0,675.0,96.0,156.17,113043.48,Multi-Housing,West,39000000.0,1/4/2016,17.0,249723.0,345.0,1972.0
5723,0012A000023Xo2PQAS,43,13698,True,False,0,False,False,False,False,False,False,True,False,29,14,39,57,42,25,False,0062A00000moT2VQAU,9/23/2016,0.0,0062A00000moT2VQAU,6/24/2016,9/22/2016 0:00,Floating-Rate,True,0.0,2016 2,2,2016,Debt,Multi-Housing,Apartments,a0A2A00000TznFEUAZ,005F0000007WnNDIA0,a0I2A00000XQIZwUAP,Existing,2016 Tax @ $2475.75/Unit; 2006 Combined Est Tax/Ops @ $4563.77/Unit,a0I2A00000XQIZwUAP,City-0936,Class A,County-0284,N,False,Market-0106,22.0,3.0,437.0,96.0,158.67,126562.5,Multi-Housing,Southwest,40500000.0,9/21/2016,13.4,255248.0,320.0,2001.0
5724,0012A000023Xo2PQAS,43,13698,True,False,0,False,False,False,False,False,False,True,False,29,14,39,57,42,25,False,0062A00000moSrPQAU,11/18/2016,0.0,0062A00000moSrPQAU,7/15/2016,11/18/2016 0:00,Floating-Rate,True,7.0,2016 3,3,2016,Debt,Multi-Housing,Apartments,a0A2A00000Tzn1OUAR,005F0000007WnNDIA0,a0I2A00000XQIPcUAP,,,a0I2A00000XQIPcUAP,City-0526,Class B,County-0186,N,False,Market-0065,,,,,221.17,150802.75,Multi-Housing,West,65750000.0,11/18/2016,,297280.0,436.0,1973.0
5726,0012A000023Xo2PQAS,43,13698,True,False,0,False,False,False,False,False,False,True,False,29,14,39,57,42,25,False,0062A00000moT34QAE,8/12/2015,0.0,0062A00000moT34QAE,5/29/2015,8/10/2015 0:00,Floating-Rate,True,7.5,2015 2,2,2015,Debt,Multi-Housing,Apartments,a0A2A00000TzmNpUAJ,005F0000007WnNDIA0,a0I2A00000XQHqtUAH,,,a0I2A00000XQHqtUAH,City-0427,Class B,County-0209,N,False,Market-0052,14.0,2.0,,94.0,71.81,120550.16,Multi-Housing,West,37250000.0,8/10/2015,24.24,518736.0,309.0,1966.0
5727,0012A000023Xo2PQAS,43,13698,True,False,0,False,False,False,False,False,False,True,False,29,14,39,57,42,25,False,0062A00000moT3TQAU,10/14/2016,0.0,0062A00000moT3TQAU,7/18/2016,10/14/2016 0:00,Floating-Rate,True,7.0,2016 3,3,2016,Debt,Multi-Housing,Apartments,a0A2A00000TzodEUAR,005F0000007WnNDIA0,a0I2A00000XQJpdUAH,Existing,2015 Tax @ $434.23/Unit; 2008 Combined Est Tax/Ops @ $3333.33/Unit,a0I2A00000XQJpdUAH,City-0088,Class B,County-0021,N,False,Market-0065,8.0,2.0,164.0,95.0,172.55,191011.24,Multi-Housing,West,17000000.0,10/14/2016,6.66,98520.0,89.0,2001.0
5728,0012A000023Xo2PQAS,43,13698,True,False,0,False,False,False,False,False,False,True,False,29,14,39,57,42,25,False,0062A00000moT22QAE,11/15/2016,0.0,0062A00000moT22QAE,8/29/2016,11/10/2016 0:00,Floating-Rate,True,0.0,2016 3,3,2016,Debt,Multi-Housing,Apartments,a0A2A00000TznpDUAR,005F0000007WnNDIA0,a0I2A00000XQJ7OUAX,Existing,2016 Tax @ $3192.62/Unit,a0I2A00000XQJ7OUAX,City-0941,Class B,County-0284,N,False,Market-0106,9.0,3.0,465.0,,75.68,77519.38,Multi-Housing,Southwest,20000000.0,11/10/2016,11.92,264255.0,258.0,2008.0
5729,0012A000023Xo2PQAS,43,13698,True,False,0,False,False,False,False,False,False,True,False,29,14,39,57,42,25,False,0062A00000mq0FPQAY,3/31/2017,0.0,0062A00000mq0FPQAY,12/17/2016,3/30/2017 0:00,Floating-Rate,True,0.0,2016 4,4,2016,Debt,Multi-Housing,Apartments,a0A2A00000TzolWUAR,005F0000007WnNDIA0,a0I2A00000XQJoMUAX,,,a0I2A00000XQJoMUAX,City-0427,Class B,County-0209,N,False,Market-0052,20.0,2.0,,95.0,150.9,138698.63,Multi-Housing,West,40500000.0,4/10/2014,14.67,268396.0,292.0,1997.0
5730,0012A000023Xo2PQAS,43,13698,True,False,0,False,False,False,False,False,False,True,False,29,14,39,57,42,25,False,0062A00000moT3eQAE,1/20/2017,0.0,0062A00000moT3eQAE,3/2/2016,1/18/2017 0:00,Property Sale,True,0.0,2016 1,1,2016,Investment Sales,Multi-Housing,Apartments,a0A2A00000TzlOkUAJ,005F0000007WnNDIA0,a0I2A00000XQGyQUAX,Existing,"2014 Tax @ $1427.57/Unit, 2012 Est Tax @ $1123.60/Unit; 2012 Ops @ $6551.26/Unit",a0I2A00000XQGyQUAX,City-0330,Class A,County-0197,N,False,Market-0065,31.0,2.0,840.0,95.0,198.44,216994.38,Multi-Housing,West,77250000.0,1/18/2017,28.079,389277.0,356.0,2002.0
5731,0012A000023XuI3QAK,27,8149,True,False,0,False,False,False,False,False,True,True,False,15,12,39,43,43,6,False,0062A00000moGw9QAE,4/26/2017,0.0,0062A00000moGw9QAE,6/30/2016,4/26/2017 0:00,Fixed-rate,True,0.0,2016 2,2,2016,Debt,Multi-Housing,Apartments,a0A2A00000U07FOUAZ,005F0000007WnNDIA0,a0I2A00000XvUF1UAN,,,a0I2A00000XvUF1UAN,City-0526,Class A,County-0326,N,False,Market-0065,12.0,3.0,,94.0,233.62,215401.79,Multi-Housing,West,48250000.0,8/27/2015,11.38,206528.0,224.0,1996.0
5732,0012A000023XuI3QAK,27,8149,True,False,0,False,False,False,False,False,True,True,False,15,12,39,43,43,6,False,0062A00000moGwcQAE,10/16/2017,0.0,0062A00000moGwcQAE,3/10/2016,10/11/2017 0:00,Property Sale,True,0.0,2016 1,1,2016,Investment Sales,Multi-Housing,Apartments,a0A2A00000TznvvUAB,005F0000007WnNDIA0,a0I2A00000XQIvvUAH,Existing,"2011 Tax @ $560.08/Unit, 2012 Est Tax @ $578.19/Unit; 2012 Est Ops @ $3382.64/Unit",a0I2A00000XQIvvUAH,City-0088,Class B,County-0021,N,False,Market-0065,22.0,2.0,491.0,98.0,209.34,165073.53,Multi-Housing,West,44900000.0,10/11/2017,12.812999999999999,214480.0,272.0,1986.0
5733,0012A000023XlkTQAS,16,2344,True,False,0,False,False,False,False,False,False,True,False,15,1,2,26,2,15,False,0062A00000moOuOQAU,11/17/2006,0.0,0062A00000moOuOQAU,6/20/2006,11/16/2006 0:00,Fixed-rate,True,0.0,2006 2,2,2006,Debt,Hotel-Lodging,Hotel/Lodging,a0A2A00000TzlhUUAR,005F0000007WnNDIA0,a0I2A00000XQHF5UAP,,,a0I2A00000XQHF5UAP,City-0430,,County-0234,N,False,Market-0054,,,,,,,Hotel-Lodging,Midwest,,,,,180.0,2003.0
5754,0012A000023YGZrQAO,4,3849,False,False,0,False,False,False,False,False,False,False,False,1,3,8,5,8,1,False,0062A00000mobvnQAA,2/13/2015,0.0,0062A00000mobvnQAA,10/22/2014,2/12/2015 0:00,Floating-Rate,True,0.0,2014 4,4,2014,Debt,Hotel-Lodging,Hotel/Lodging,a0A2A00000TzmLpUAJ,005F0000007WnNDIA0,a0I2A00000XQHpRUAX,Existing,2015 Tax @ $1.42/sf,a0I2A00000XQHpRUAX,City-0488,,County-0172,N,False,Market-0059,1.0,20.0,417.0,65.0,100.0,77611.94,Hotel-Lodging,Southwest,41600000.0,2/12/2015,3.57258951,416000.0,536.0,1982.0
5756,0012A000023XqsYQAS,3,9386,True,False,0,False,False,False,False,False,False,True,False,2,1,10,7,11,1,False,0062A00000moATAQA2,7/31/2014,0.0,0062A00000moATAQA2,4/19/2013,7/31/2014 0:00,Construction Loan,True,0.0,2013 2,2,2013,Debt,Mixed Use,Mixed Use,a0A2A00000TzpQNUAZ,005F0000007WnNDIA0,a0I2A00000XQKWZUA5,Under Construction,2013 Tax @ $0.00/sf,a0I2A00000XQKWZUA5,City-1815,Class A,County-0563,N,False,Market-0206,1.0,54.0,39.0,0.0,136.54,,Multi-Housing,West,71000000.0,3/21/2013,1.0636,520000.0,,2015.0
5760,0012A000023Xln2QAC,7,24571,True,False,0,False,False,False,False,False,False,True,False,6,1,6,7,11,6,False,0062A00000moIlrQAE,8/29/2014,0.0,0062A00000moIlrQAE,1/17/2014,8/29/2014 0:00,Property Sale,True,0.0,2014 1,1,2014,Investment Sales,Land,Land,a0A2A00000TzqzCUAR,005F0000007WnNDIA0,a0I2A00000XQLrKUAX,,,a0I2A00000XQLrKUAX,City-1415,Class A,County-0452,N,False,Market-0165,1.0,8.0,,,512.33,,,Northeast,184440000.0,8/29/2014,0.208149677,360000.0,,1900.0
5761,0012A000023Y2RjQAK,2,519,True,False,0,False,False,False,True,False,False,True,False,1,1,3,3,3,1,False,0062A00000moApkQAE,8/29/2014,0.0,0062A00000moApkQAE,7/31/2014,8/29/2014 0:00,Joint Venture Equity,True,0.0,2014 3,3,2014,Equity Placement,Multi-Housing,SFR - Attached,a0A2A00000TzqzDUAR,005F0000007WnNDIA0,a0I2A00000XQLrKUAX,,,a0I2A00000XQLrKUAX,City-1415,Class A,County-0452,N,False,Market-0165,1.0,8.0,,,512.33,,,Northeast,184440000.0,8/29/2014,0.208149677,360000.0,,1900.0
5762,0012A000023Xln2QAC,7,24571,True,False,0,False,False,False,False,False,False,True,False,6,1,6,7,11,6,False,0062A00000moIVeQAM,5/10/2016,0.0,0062A00000moIVeQAM,10/8/2015,4/26/2016 0:00,Floating-Rate,True,0.0,2015 4,4,2015,Debt,Mixed Use,Mixed Use,a0A2A00000TzqfdUAB,005F0000007WnNDIA0,a0I2A00000XQLbEUAX,,,a0I2A00000XQLbEUAX,City-1109,Class B,County-0139,N,False,Market-0132,,2.0,,100.0,22.9,15570.93,Multi-Housing,West,9000000.0,7/18/2006,21.0,392973.0,578.0,1970.0
5763,0012A000023Xln2QAC,7,24571,True,False,0,False,False,False,False,False,False,True,False,6,1,6,7,11,6,False,0062A00000moIpYQAU,6/28/2013,0.0,0062A00000moIpYQAU,2/14/2012,6/28/2013 0:00,Construction Loan,True,0.0,2012 1,1,2012,Debt,Multi-Housing,Apartments,a0A2A00000TzmXCUAZ,005F0000007WnNDIA0,a0I2A00000XQHz6UAH,Existing,2010 Tax @ $1604.03/Unit,a0I2A00000XQHz6UAH,City-2175,Class A,County-0192,N,False,Market-0245,1.0,1.0,309.0,,160.29,123015.87,Multi-Housing,Mid-Atlantic,46500000.0,12/17/2013,1.76,290106.0,378.0,2014.0
5764,0012A000023Xln2QAC,7,24571,True,False,0,False,False,False,False,False,False,True,False,6,1,6,7,11,6,False,0062A00000moIpJQAU,12/27/2013,0.0,0062A00000moIpJQAU,6/3/2013,12/23/2013 0:00,Joint Venture Equity,True,0.0,2013 2,2,2013,Equity Placement,Multi-Housing,Apartments,a0A2A00000TzmXBUAZ,005F0000007WnNDIA0,a0I2A00000XQHz6UAH,Existing,2010 Tax @ $1604.03/Unit,a0I2A00000XQHz6UAH,City-2175,Class A,County-0192,N,False,Market-0245,1.0,1.0,309.0,,160.29,123015.87,Multi-Housing,Mid-Atlantic,46500000.0,12/17/2013,1.76,290106.0,378.0,2014.0
5765,0012A000024GPlCQAW,23,21751,True,False,0,False,False,False,False,False,True,False,False,18,5,55,72,66,16,False,0062A00000moEU2QAM,11/5/2009,0.0,0062A00000moEU2QAM,12/11/2008,11/3/2009 0:00,Floating-Rate,True,0.0,2008 4,4,2008,Debt,Multi-Housing,Apartments,a0A2A00000TznDpUAJ,005F0000007WnNDIA0,a0I2A00000XQIZ0UAP,,,a0I2A00000XQIZ0UAP,City-0451,Class A,County-0460,N,False,Market-0056,10.0,3.0,,96.0,78.32,85185.19,Multi-Housing,Southwest,23000000.0,12/1/2010,14.52,293673.0,270.0,2007.0
5766,0012A000024GPlCQAW,23,21751,True,False,0,False,False,False,False,False,True,False,False,18,5,55,72,66,16,False,0062A00000moESGQA2,4/5/2016,0.0,0062A00000moESGQA2,7/6/2015,4/5/2016 0:00,Property Sale,True,0.0,2015 3,3,2015,Investment Sales,Multi-Housing,Apartments,a0A2A00000TzlqhUAB,005F0000007WnNDIA0,a0I2A00000XQHKzUAP,Under Construction,2013 Tax @ $684.02/Unit,a0I2A00000XQHKzUAP,City-1271,Class A,County-0420,N,False,Market-0032,4.0,4.0,460.0,81.0,362.07,377358.49,Multi-Housing,Northeast,80000000.0,4/6/2016,5.51,220949.0,212.0,2015.0
