id_props,building_status,building_tax_expenses,id_deals,city,class,county,sale_status,portfolio,market,num_buildings,num_floors,num_parking_spaces,occupancy_rate,price_per_sq_ft,price_per_unit,property_type_1,region__c,sale_amount__c,sale_date__c,size_acres,size_sf,size_units,year_built
a0I2A00000XQJ3jUAH,,,a0I2A00000XQJ3jUAH,City-0429,Class A,County-0059,N,TRUE,Market-0053,30,2,,95,1877.31,1443181.82,Multi-Housing,Midwest,508000000,11/15/2016,28.7,270600,352,1983
a0I2A00000XQJ3kUAH,Existing,"2015 Tax @ $927.15/Unit, 2006 Est Tax @ $817.45/Unit; 2006 Ops @ $3913.76/Unit, 2006 Est Ops @ $2290",a0I2A00000XQJ3kUAH,City-1395,Class B,County-0157,N,FALSE,Market-0204,10,2,211,90,82.32,67500,Multi-Housing,Southwest,6750000,6/13/2013,4.628,82000,100,1973
a0I2A00000XQJ3lUAH,,,a0I2A00000XQJ3lUAH,City-1070,,County-0117,N,FALSE,Market-0014,,,,100,681.13,,Retail,Southeast,6692107,4/29/2016,,9825,,2008
a0I2A00000XQJ3mUAH,Existing,2013 Tax @ $4.57/sf,a0I2A00000XQJ3mUAH,City-1532,,County-0471,N,TRUE,Market-0171,,1,24,100,322.08,,Other,Southeast,3330271,1/13/2015,1.2288,10340,,2008
a0I2A00000XQJ3nUAH,Existing,2016 Tax @ $1457.85/Unit,a0I2A00000XQJ3nUAH,City-1023,Class B,County-0343,N,FALSE,Market-0214,30,2,728,92,221.44,185245.9,Multi-Housing,West,51575000,8/9/2016,20,306171,366,1980
a0I2A00000XQJ3sUAH,Existing,2009 Tax @ $3.59/sf,a0I2A00000XQJ3sUAH,City-0047,,County-0394,N,FALSE,Market-0109,,1,65,84,,,Retail,Midwest,,,0.94,203673,,1988
a0I2A00000XQJ3xUAH,,,a0I2A00000XQJ3xUAH,City-2154,,County-0333,Y,FALSE,Market-0104,,,,71,52.63,245901.64,Hotel-Lodging,West,1400000,11/17/2017,120,285000,61,1984
a0I2A00000XQJ3yUAH,Existing,2016 Tax @ $1612.81/Unit; 2007 Combined Est Tax/Ops @ $5400.77/Unit,a0I2A00000XQJ3yUAH,City-1018,Class A,County-0241,N,TRUE,Market-0106,12,2,249,95,96.53,94804.4,Multi-Housing,Southwest,18960880,10/24/2013,10.89,196428,200,1996
a0I2A00000XQJ3zUAH,Existing,"2011 Tax @ $2.28/sf, 2017 Est Tax @ $0.64/sf; 2011 Ops @ $1.30/sf, 2017 Est Ops @ $0.82/sf",a0I2A00000XQJ3zUAH,City-0488,Class B,County-0172,N,FALSE,Market-0059,,1,25,100,3149.12,,Industrial,Southwest,350000000,10/26/2015,5.01,111142,,1967
a0I2A00000XQJ40UAH,,,a0I2A00000XQJ40UAH,City-1510,,County-0464,N,FALSE,Market-0169,15,1,,100,120.13,,Retail,Southwest,29050000,1/31/2017,22.21,241831,,2006
a0I2A00000XQJ42UAH,Existing,2015 Combined Tax/Ops @ $10.00/sf,a0I2A00000XQJ42UAH,City-0970,Class A,County-0172,N,TRUE,Market-0059,,1,157,71,1093.66,,Industrial,Southwest,61525000,10/4/2016,1326.16,56256,,2016
a0I2A00000XQJ47UAH,Existing,2016 Tax @ $4.38/sf,a0I2A00000XQJ47UAH,City-0936,,County-0284,N,FALSE,Market-0106,,,22,0,,,Retail,Southwest,,12/20/2016,1,1526,,2016
a0I2A00000XQJ4HUAX,Existing,2014 Tax @ $1.99/sf,a0I2A00000XQJ4HUAX,City-1272,Class B,County-0160,N,TRUE,Market-0047,1,1,78,100,156.37,,Industrial,Midwest,53700000,6/28/2016,14.5801,343410,,1982
a0I2A00000XQJ4IUAX,Existing,"2014 Tax @ $0.74/sf, 2009 Est Tax @ $0.70/sf",a0I2A00000XQJ4IUAX,City-0033,Class B,County-0160,N,TRUE,Market-0047,,1,546,100,115.53,,Industrial,Midwest,53700000,6/28/2016,31.8073,464818,,1970
a0I2A00000XQJ4NUAX,Existing,2016 Combined Tax/Ops @ $2.48/sf; 2012 Est Ops @ $1.37/sf,a0I2A00000XQJ4NUAX,City-0088,Class A,County-0002,N,TRUE,Market-0065,1,1,150,100,42.51,5772900,Industrial,West,5772900,7/1/2003,7.36,135792,1,1996
a0I2A00000XQJ4OUAX,Existing,"2015 Tax @ $1.70/sf, 2012 Est Tax @ $1.38/sf; 2012 Est Ops @ $1.37/sf",a0I2A00000XQJ4OUAX,City-0088,Class A,County-0002,N,TRUE,Market-0065,1,1,150,100,40.37,4892600,Industrial,West,4892600,7/1/2003,6.6588,121189,1,1996
a0I2A00000XQJ4RUAX,Existing,"2015 Tax @ $1.54/sf, 2012 Est Tax @ $1.40/sf; 2016 Ops @ $2.44/sf, 2012 Est Ops @ $1.37/sf",a0I2A00000XQJ4RUAX,City-0088,Class B,County-0002,N,TRUE,Market-0065,1,1,156,100,42.99,6737800,Industrial,West,6737800,7/1/2003,8.3673,156720,1,1997
a0I2A00000XQJ4SUAX,Existing,2016 Combined Tax/Ops @ $2.39/sf; 2007 Est Ops @ $1.97/sf,a0I2A00000XQJ4SUAX,City-0088,Class B,County-0002,N,TRUE,Market-0065,1,1,200,,45.82,3624700,Industrial,West,3624700,7/1/2003,5.5141,79112,1,1997
a0I2A00000XQJ4TUAX,Existing,2014 Combined Tax/Ops @ $2.06/sf; 2012 Est Ops @ $1.37/sf,a0I2A00000XQJ4TUAX,City-0088,Class A,County-0002,N,TRUE,Market-0065,1,1,350,100,52.46,5956500,Industrial,West,5956500,7/1/2003,8.352,113538,1,1998
a0I2A00000XQJ4UUAX,Existing,2016 Combined Tax/Ops @ $2.24/sf; 2012 Est Ops @ $1.37/sf,a0I2A00000XQJ4UUAX,City-0088,Class A,County-0002,N,TRUE,Market-0065,1,1,350,100,,,Industrial,West,,,6,118200,1,2002
a0I2A00000XQJ4VUAX,Existing,"2015 Tax @ $1.56/sf, 2012 Est Tax @ $1.47/sf; 2016 Ops @ $2.46/sf, 2012 Est Ops @ $1.37/sf",a0I2A00000XQJ4VUAX,City-0088,Class A,County-0002,N,TRUE,Market-0065,1,1,300,100,46.5,7731400,Industrial,West,7731400,7/1/2003,8.59,166260,1,1999
a0I2A00000XQJ4WUAX,Existing,2015 Tax @ $3.95/sf,a0I2A00000XQJ4WUAX,City-1686,Class C,County-0657,N,FALSE,Market-0188,,1,,100,755.81,,Land,Mid-Atlantic,1300000,8/18/2017,0.52,1720,,1939
a0I2A00000XQJ4XUAX,,,a0I2A00000XQJ4XUAX,City-0036,,County-0394,N,FALSE,Market-0225,1,1,,85,146.84,,Retail,Midwest,7350000,11/4/2016,2.802502279,50053,,2002
a0I2A00000XQJ4YUAX,Existing,2015 Tax @ $1.98/sf; 2015 Ops @ $7.14/sf,a0I2A00000XQJ4YUAX,City-0360,Class A,County-0412,N,FALSE,Market-0043,1,30,1000,95,308.13,,Office,Mid-Atlantic,215000000,8/8/2014,2.41,697765,,1997
a0I2A00000XQJ4ZUAX,Existing,2016 Tax @ $2.32/sf,a0I2A00000XQJ4ZUAX,City-1771,,County-0689,Y,TRUE,Market-0016,2,3,,,85.71,106194.69,Hotel-Lodging,Southwest,7161288.008,7/1/2013,5.45,140000,113,1998
a0I2A00000XQJ4bUAH,Existing,"2016 Tax @ $1.49/sf, 2011 Est Tax @ $1.24/sf; 2010 Ops @ $4.71/sf, 2011 Est Ops @ $4.63/sf",a0I2A00000XQJ4bUAH,City-1686,Class A,County-0657,N,TRUE,Market-0188,3,4,497,90,78.64,,Office,Mid-Atlantic,23500000,7/19/2016,6.29,298849,,2000
a0I2A00000XQJ4cUAH,,,a0I2A00000XQJ4cUAH,City-0589,Class A,County-0613,N,TRUE,Market-0165,1,3,,100,1356.69,,Office,Northeast,81450000,4/7/2017,,60036,,1997
a0I2A00000XQJ4dUAH,Existing,2016 Tax @ $4.59/sf,a0I2A00000XQJ4dUAH,City-1813,Class A,County-0562,N,FALSE,Market-0205,,2,,92,646.39,,Medical Office Building,West,28500000,6/13/2017,2.59,44091,,2005
a0I2A00000XQJ4eUAH,,,a0I2A00000XQJ4eUAH,City-0224,,County-0450,N,FALSE,Market-0165,,,,100,,,Retail,Northeast,,,,66000,,1985
a0I2A00000XQJ4fUAH,Existing,2016 Tax @ $0.57/sf,a0I2A00000XQJ4fUAH,City-1352,Class A,County-0657,N,FALSE,Market-0188,1,1,90,100,,,Industrial,Mid-Atlantic,0,4/19/2016,8.04,136370,,1992
a0I2A00000XQJ4gUAH,,,a0I2A00000XQJ4gUAH,City-0745,,County-0154,N,FALSE,Market-0059,,,,,2.42,,Land,Southwest,5050000,3/28/2017,3.83,2090880,,
a0I2A00000XQJ4lUAH,,,a0I2A00000XQJ4lUAH,City-1381,Class B,County-0443,N,FALSE,Market-0206,,,,,,,Multi-Housing,West,0,5/24/2016,,,4,
a0I2A00000XQJ4nUAH,Existing,2016 Combined Tax/Ops @ $11.00/sf,a0I2A00000XQJ4nUAH,City-1589,Class A,County-0077,N,FALSE,Market-0151,0,0,500,41,11.12,,Office,Southeast,12200000,3/15/2017,25.18,1096840,,2015
a0I2A00000XQJ4pUAH,Existing,2016 Tax @ $0.88/sf,a0I2A00000XQJ4pUAH,City-1686,Class A,County-0657,N,FALSE,Market-0188,1,1,115,100,,,Industrial,Mid-Atlantic,0,10/21/2016,4.68,65000,,2001
a0I2A00000XQJ4sUAH,,,a0I2A00000XQJ4sUAH,City-1869,,County-0343,N,FALSE,Market-0214,,,,,316.58,,Self-Storage,West,13100000,1/31/2017,,165517,,
a0I2A00000XQJ4vUAH,,,a0I2A00000XQJ4vUAH,City-0645,,County-0133,N,FALSE,Market-0036,,,,,,,Hotel-Lodging,Northeast,,,17.65,0,120,1989
a0I2A00000XQJ4wUAH,Existing,,a0I2A00000XQJ4wUAH,City-0070,Class A,County-0023,Y,FALSE,Market-0245,1,6,100,,568.23,404907.98,Multi-Housing,Mid-Atlantic,,,0.85,116150,163,2015
a0I2A00000XQJ4xUAH,Existing,2016 Tax @ $2239.40/Unit,a0I2A00000XQJ4xUAH,City-0347,Class B,County-0219,Y,FALSE,Market-0245,71,2,1170,,236.07,201895.04,Multi-Housing,Mid-Atlantic,45550000,10/18/1994,26.2,586698,686,1988
a0I2A00000XQJ4yUAH,Existing,2016 Tax @ $2864.19/Unit,a0I2A00000XQJ4yUAH,City-0672,Class A,County-0222,N,FALSE,Market-0245,1,5,100,93,442.49,413461.54,Multi-Housing,Mid-Atlantic,43000000,7/6/2017,1.5216,97177,104,2015
a0I2A00000XQJ4zUAH,Existing,2015 Tax @ $0.55/sf,a0I2A00000XQJ4zUAH,City-0960,Class A,County-0273,N,TRUE,Market-0109,,1,50,100,,,Industrial,Midwest,,,5.68,127300,1,1987
a0I2A00000XQJ50UAH,Existing,2015 Tax @ $896.37/Unit,a0I2A00000XQJ50UAH,City-0725,Class C,County-0624,N,FALSE,Market-0059,12,1,119,99,28.23,28214.29,Multi-Housing,Southwest,3160000,9/30/2004,5.38,111952,112,1978
a0I2A00000XQJ55UAH,,,a0I2A00000XQJ55UAH,City-0461,,County-0556,N,FALSE,Market-0164,,1,,97,65.86,,Retail,Southeast,33400000,3/28/2016,139,507132,,2010
a0I2A00000XQJ5AUAX,,,a0I2A00000XQJ5AUAX,City-1195,,County-0385,N,FALSE,Market-0140,1,2,,100,,,Retail,West,,,0.48,23426,,1929
a0I2A00000XQJ5GUAX,Existing,"2011 Tax @ $1865.36/Unit, 2014 Est Tax @ $1863.50/Unit; 2014 Est Ops @ $3008.95/Unit",a0I2A00000XQJ5GUAX,City-1663,Class A,County-0436,Y,FALSE,Market-0183,1,22,250,94,498.73,404591.84,Multi-Housing,West,,,0.9183,238507,294,2009
a0I2A00000XQJ5HUAX,Existing,2016 Tax @ $3.75/sf,a0I2A00000XQJ5HUAX,City-1291,,County-0419,Y,FALSE,Market-0151,1,2,18,100,519.15,,Retail,Southeast,,,1.13,96311,,1953
a0I2A00000XQJ5JUAX,Existing,2016 Tax @ $789.72/Unit; 2006 Combined Est Tax/Ops @ $4042.10/Unit,a0I2A00000XQJ5JUAX,City-1234,Class B,County-0147,N,FALSE,Market-0013,21,3,500,95,88.53,87136.14,Multi-Housing,Southeast,28144973,1/29/2016,43.35,317915,323,1991
a0I2A00000XQJ5NUAX,Existing,2016 Tax @ $65.26/Unit,a0I2A00000XQJ5NUAX,City-2208,Class A,County-0131,N,FALSE,Market-0177,1,4,233,,6.67,6341.46,Multi-Housing,Mid-Atlantic,1300000,1/4/2012,2.596,194899,205,2016
a0I2A00000XQJ5QUAX,Existing,2016 Tax @ $3.68/sf; 2008 Combined Est Tax/Ops @ $10.67/sf,a0I2A00000XQJ5QUAX,City-0826,Class A,County-0021,N,FALSE,Market-0065,1,6,,89,179.84,,Office,West,46600000,9/1/2016,8.6,259118,,1985
a0I2A00000XQJ5RUAX,Existing,2016 Combined Tax/Ops @ $5129.38/unit,a0I2A00000XQJ5RUAX,City-0962,Class C,County-0385,N,FALSE,Market-0140,1,2,16,100,239.7,218875,Multi-Housing,West,3502000,9/1/2016,0.3264,14610,16,1963
a0I2A00000XQJ5UUAX,Existing,2016 Combined Tax/Ops @ $4817.21/unit,a0I2A00000XQJ5UUAX,City-0881,Class C,County-0385,N,FALSE,Market-0140,1,2,23,,241.9,209000,Multi-Housing,West,2926000,8/25/2016,0.2571,12096,14,1986
a0I2A00000XQJ5ZUAX,,,a0I2A00000XQJ5ZUAX,City-1618,Class B,County-0010,N,FALSE,Market-0179,,,,94,,,Industrial,Mid-Atlantic,,,,92158,,1989
a0I2A00000XQJ5aUAH,,,a0I2A00000XQJ5aUAH,City-1195,,County-0385,N,FALSE,Market-0140,,,,,,,Multi-Housing,West,,,,,16,
a0I2A00000XQJ5dUAH,,,a0I2A00000XQJ5dUAH,City-1195,Class C,County-0385,N,FALSE,Market-0140,1,2,,92,368.55,346153.85,Multi-Housing,West,4500000,3/1/2017,0.34,12210,13,1991
a0I2A00000XQJ5eUAH,,,a0I2A00000XQJ5eUAH,City-0526,Class A,County-0186,N,FALSE,Market-0065,1,12,,,,,Multi-Housing,West,,,0.88,197142,248,2019
a0I2A00000XQJ5fUAH,Existing,2015 Tax @ $339.51/Unit,a0I2A00000XQJ5fUAH,City-0360,Class A,County-0412,N,FALSE,Market-0043,1,6,164,86,23.8,22462.41,Medical Office Building,Mid-Atlantic,5975000,5/8/2015,2.67,251029,266,2018
a0I2A00000XQJ5qUAH,Existing,2015 Tax @ $999.35/Unit,a0I2A00000XQJ5qUAH,City-1195,Class B,County-0385,N,TRUE,Market-0140,1,2,,95,1140.96,705000,Multi-Housing,West,14100500,1/25/2017,0.34,12358,20,1962
a0I2A00000XQJ5rUAH,Existing,"2017 Tax @ $2.92/sf, 2003 Est Tax @ $1.71/sf; 2016 Ops @ $7.24/sf, 2017 Est Ops @ $7.20/sf",a0I2A00000XQJ5rUAH,City-1663,Class A,County-0436,N,FALSE,Market-0183,1,23,300,80,232.1,,Office,West,85200000,1/6/2017,0.92,367085,,1979
a0I2A00000XQJ5tUAH,,,a0I2A00000XQJ5tUAH,City-0573,Class A,County-0201,N,FALSE,Market-0188,,,,48,,,Other,Mid-Atlantic,,,,323631,1260,2018
a0I2A00000XQJ5uUAH,Existing,2016 Tax @ $10.67/sf,a0I2A00000XQJ5uUAH,City-0936,,County-0284,N,FALSE,Market-0106,2,1,60,100,,,Retail,Southwest,,6/28/2016,1.49,16232,,2006
a0I2A00000XQJ5vUAH,Existing,2015 Tax @ $2169.94/Unit,a0I2A00000XQJ5vUAH,City-1195,Class B,County-0385,N,FALSE,Market-0140,1,2,12,,,,Multi-Housing,West,,3/30/2009,0.17,7577,9,1969
a0I2A00000XQJ5wUAH,,,a0I2A00000XQJ5wUAH,City-1273,Class A,County-0613,N,TRUE,Market-0165,1,4,,84,373.93,,Office,Northeast,113300000,1/26/2007,14.6,303000,,2006
a0I2A00000XQJ5xUAH,Existing,2013 Tax @ $308.78/Unit,a0I2A00000XQJ5xUAH,City-0936,Class A,County-0284,N,FALSE,Market-0106,1,4,366,,,,Multi-Housing,Southwest,,,3.4831,238717,288,2014
a0I2A00000XQJ5yUAH,,,a0I2A00000XQJ5yUAH,City-2250,,County-0221,N,FALSE,Market-0165,,,,100,,,Retail,Northeast,,,,19042,6,1918
a0I2A00000XQJ5zUAH,,,a0I2A00000XQJ5zUAH,City-1611,Class A,County-0031,Y,TRUE,Market-0245,29,3,,96,281.53,409019.61,Multi-Housing,Mid-Atlantic,64700000,4/6/2012,25.2,370476,255,2001
a0I2A00000XQJ60UAH,Existing,2016 Tax @ $1635.93/Unit,a0I2A00000XQJ60UAH,City-0435,Class A,County-0090,N,TRUE,Market-0043,18,3,484,,116.93,139583.33,Multi-Housing,Mid-Atlantic,33500000,10/31/2017,18.37,286500,240,2010
a0I2A00000XQJ63UAH,Existing,2016 Tax @ $1167.54/Unit,a0I2A00000XQJ63UAH,City-0439,Class B,County-0431,N,FALSE,Market-0177,4,3,60,,173.65,156097.56,Multi-Housing,Mid-Atlantic,6400000,3/6/2017,1.12,36855,41,1982
a0I2A00000XQJ64UAH,Existing,2015 Tax @ $4.82/sf; 2017 Combined Est Tax/Ops @ $11.41/sf,a0I2A00000XQJ64UAH,City-0007,Class A,County-0172,N,FALSE,Market-0059,1,14,1325,98,176.04,,Office,Southwest,61908985.45,12/5/2013,3.4,351683,,2000
a0I2A00000XQJ68UAH,,,a0I2A00000XQJ68UAH,City-0573,Class A,County-0201,N,FALSE,Market-0188,1,1,,,,,Industrial,Mid-Atlantic,0,6/13/2016,12.95,158856,,1990
a0I2A00000XQJ69UAH,,,a0I2A00000XQJ69UAH,City-1250,,County-0412,Y,FALSE,Market-0043,,,,,,,Land,Mid-Atlantic,,,15.77,,,
a0I2A00000XQJ6AUAX,Existing,2016 Tax @ $0.93/sf; 2011 Ops @ $1.68/sf,a0I2A00000XQJ6AUAX,City-1813,Class A,County-0562,N,FALSE,Market-0205,1,1,426,100,93.78,19300000,Industrial,West,19300000,5/31/2017,11.65,205800,1,1985
a0I2A00000XQJ6BUAX,Existing,2016 Tax @ $2553.81/Unit; 2011 Combined Est Tax/Ops @ $12800.0/Unit,a0I2A00000XQJ6BUAX,City-0525,Class B,County-0185,N,FALSE,Market-0059,66,2,,99,391.31,175813.01,Multi-Housing,Southwest,86500000,12/22/2011,14.88,221053,492,2011
a0I2A00000XQJ6DUAX,Existing,"2015 Tax @ $5.68/sf, 2011 Est Tax @ $4.08/sf; 1999 Ops @ $6.43/sf, 2011 Est Ops @ $7.27/sf",a0I2A00000XQJ6DUAX,City-1415,Class B,County-0452,N,FALSE,Market-0165,1,1,,96,,,Office,Northeast,,,0.2267,112279,,1908
a0I2A00000XQJ6EUAX,,,a0I2A00000XQJ6EUAX,City-1415,Class B,County-0452,N,FALSE,Market-0165,1,1,,100,507.16,,Office,Northeast,17750226,10/17/2012,0.082644627,34999,,1917
a0I2A00000XQJ6FUAX,,,a0I2A00000XQJ6FUAX,City-1579,Class B,County-0451,N,FALSE,Market-0163,,1,,100,76.43,,Industrial,Northeast,18500000,10/27/2016,31,242053,,1964
a0I2A00000XQJ6GUAX,,,a0I2A00000XQJ6GUAX,City-0428,Class B,County-0561,N,FALSE,Market-0140,,,,,,,,West,,,23.26,1015819,238,
a0I2A00000XQJ6IUAX,Existing,2015 Tax @ $1882.07/Unit,a0I2A00000XQJ6IUAX,City-1159,Class A,County-0200,N,FALSE,Market-0047,21,3,996,,213.83,177272.73,Multi-Housing,Midwest,78000000,5/31/2017,24.61,364780,440,1987
a0I2A00000XQJ6JUAX,,,a0I2A00000XQJ6JUAX,City-0427,Class B,County-0209,N,FALSE,Market-0052,,,,,,,Multi-Housing,West,,,2.88,50490,99,1984
a0I2A00000XQJ6KUAX,Existing,2016 Tax @ $3.26/sf; 2012 Ops @ $8.35/sf,a0I2A00000XQJ6KUAX,City-1570,Class B,County-0047,Y,FALSE,Market-0165,1,3,105,100,370.32,,Medical Office Building,Northeast,11000000,10/17/2012,1.48,33755,,1979
a0I2A00000XQJ6MUAX,Existing,2016 Tax @ $4.53/sf,a0I2A00000XQJ6MUAX,City-0221,,County-0457,N,FALSE,Market-0032,,1,,100,247.12,,Retail,Northeast,9150000,7/30/2001,0.85,37026,,1998
a0I2A00000XQJ6NUAX,,,a0I2A00000XQJ6NUAX,City-1415,,County-0452,N,FALSE,Market-0165,1,1,,87,,,Hotel-Lodging,Northeast,,,0.33,213567,249,2010
a0I2A00000XQJ6OUAX,,,a0I2A00000XQJ6OUAX,City-1290,,County-0419,N,FALSE,Market-0151,,,,,615.37,,Land,Southeast,54000000,11/21/2016,2.01,87752,,
a0I2A00000XQJ6TUAX,Existing,2015 Tax @ $361.31/Unit,a0I2A00000XQJ6TUAX,City-0526,Class B,County-0021,N,FALSE,Market-0065,8,3,320,,225,50847.46,Multi-Housing,West,9000000,8/14/2014,0.99,40000,177,1972
a0I2A00000XQJ6UUAX,,,a0I2A00000XQJ6UUAX,City-1731,Class A,County-0500,N,TRUE,Market-0120,,,,,,,Industrial,Midwest,,,,70400,,1987
a0I2A00000XQJ6VUAX,,,a0I2A00000XQJ6VUAX,City-1731,,County-0500,N,TRUE,Market-0120,,,,,,,Industrial,Midwest,,,7.3,103680,,1989
a0I2A00000XQJ6WUAX,,,a0I2A00000XQJ6WUAX,City-1731,,County-0500,N,TRUE,Market-0120,,,,,,,Industrial,Midwest,,,3.15,122402,,1992
a0I2A00000XQJ6XUAX,,,a0I2A00000XQJ6XUAX,City-0488,Class A,County-0172,N,FALSE,Market-0059,,4,,0,37.06,33175.36,Multi-Housing,Southwest,14000000,5/6/2001,8.1941,377754,422,2018
a0I2A00000XQJ6YUAX,Existing,"2016 Tax @ $10.02/sf, 2013 Est Tax @ $4.94/sf",a0I2A00000XQJ6YUAX,City-2310,,County-0047,N,FALSE,Market-0165,,1,275,100,414.29,,Retail,Northeast,29000000,1/31/2013,7.2,70000,,1996
a0I2A00000XQJ6ZUAX,Existing,,a0I2A00000XQJ6ZUAX,City-1415,,County-0452,N,FALSE,Market-0165,1,,,,5664.89,,Multi-Housing,Northeast,42888888,1/14/2014,0.174133,7571,,
a0I2A00000XQJ6aUAH,,,a0I2A00000XQJ6aUAH,City-0981,,County-0203,N,TRUE,Market-0112,5,1,,94,166.36,895161.29,Retail,Southeast,55500000,8/1/2012,47.1,333615,62,1998
a0I2A00000XQJ6bUAH,Existing,2016 Tax @ $686.17/Unit,a0I2A00000XQJ6bUAH,City-1545,Class B,County-0651,N,FALSE,Market-0140,13,2,,,74.56,41025.64,Multi-Housing,West,8000000,8/15/1996,4.98,107300,195,1979
a0I2A00000XQJ6cUAH,Existing,,a0I2A00000XQJ6cUAH,City-1916,,County-0269,N,FALSE,Market-0013,,1,,100,245.74,,Retail,Southeast,,,17,89525,,2016
a0I2A00000XQJ6dUAH,Existing,"2016 Tax @ $755.69/Unit, 2012 Est Tax @ $630.54/Unit; 2013 Ops @ $2600.47/Unit",a0I2A00000XQJ6dUAH,City-0136,Class B,County-0667,N,FALSE,Market-0183,27,3,453,95,287.59,226950.35,Multi-Housing,West,96000000,11/30/2016,25.9,333813,423,1985
a0I2A00000XQJ6eUAH,Existing,2016 Tax @ $3.46/sf,a0I2A00000XQJ6eUAH,City-1575,Class A,County-0435,N,FALSE,Market-0165,1,5,1627,80,187.43,,Office,Northeast,,,9.29,400147,,2001
a0I2A00000XQJ6fUAH,,,a0I2A00000XQJ6fUAH,City-1195,,County-0385,N,FALSE,Market-0140,,,,0,,,Office,West,,,0.5,12500,,1928
a0I2A00000XQJ6hUAH,Existing,2009 Tax @ $1.01/sf,a0I2A00000XQJ6hUAH,City-0488,Class B,County-0172,N,FALSE,Market-0059,,1,45,100,40.31,,Industrial,Southwest,3550000,10/24/2011,4.1086,88068,,1979
a0I2A00000XQJ6jUAH,Existing,2016 Combined Tax/Ops @ $5060.00/unit,a0I2A00000XQJ6jUAH,City-1096,Class A,County-0326,N,FALSE,Market-0065,12,3,600,,250.54,227500,Multi-Housing,West,68250000,8/24/2016,16.61,272415,300,1998
a0I2A00000XQJ6kUAH,,,a0I2A00000XQJ6kUAH,City-2250,Class A,County-0221,N,FALSE,Market-0165,,2,,,349.27,,Office,Northeast,130000000,6/27/2014,53,372207,,1974
a0I2A00000XQJ6mUAH,Existing,2015 Tax @ $1086.26/Unit; 2007 Combined Est Tax/Ops @ $2350.97/Unit,a0I2A00000XQJ6mUAH,City-0960,Class A,County-0403,N,FALSE,Market-0109,12,3,600,100,,,Multi-Housing,Midwest,,,12.18,306132,322,2006
a0I2A00000XQJ6nUAH,,,a0I2A00000XQJ6nUAH,City-1719,,County-0159,N,TRUE,Market-0206,1,1,,100,964.74,,Industrial,West,26000000,9/1/2016,7.62,109594,,2000
a0I2A00000XQJ6oUAH,,,a0I2A00000XQJ6oUAH,City-1818,,County-0574,N,TRUE,Market-0206,,,,,1636.84,,Industrial,West,0,12/23/2016,2.9,64594,,1980
a0I2A00000XQJ6pUAH,,,a0I2A00000XQJ6pUAH,City-1038,,County-0473,N,TRUE,Market-0171,,,,100,259.13,,Retail,Southeast,30605060,9/9/2016,13.21,118106,,1992
a0I2A00000XQJ6qUAH,,,a0I2A00000XQJ6qUAH,City-0427,,County-0209,N,TRUE,Market-0052,,,,100,190.91,,Retail,West,30605060,9/9/2016,12.6,160308,,1969
a0I2A00000XQJ6rUAH,Existing,"2016 Tax @ $6.09/sf; 2012 Ops @ $9.90/sf, 2014 Est Ops @ $16.21/sf",a0I2A00000XQJ6rUAH,City-0936,Class A,County-0284,N,FALSE,Market-0106,,5,461,96,,,Office,Southwest,,,3.55,142290,,1999
a0I2A00000XQJ6yUAH,Existing,2016 Tax @ $3.50/sf,a0I2A00000XQJ6yUAH,City-1618,Class A,County-0010,N,FALSE,Market-0179,1,6,,100,221.85,,Office,Mid-Atlantic,31300000,12/1/2012,0,178049,,2005
a0I2A00000XQJ6zUAH,Existing,2016 Tax @ $1362.08/Unit,a0I2A00000XQJ6zUAH,City-0090,Class B,County-0636,N,FALSE,Market-0016,9,2,86,86,153.13,91666.67,Multi-Housing,Southwest,5500000,10/18/2016,1.96,35917,60,1973
a0I2A00000XQJ70UAH,Existing,2016 Tax @ $742.06/Unit,a0I2A00000XQJ70UAH,City-0936,Class B,County-0284,N,TRUE,Market-0106,26,2,,60,157.88,134062.5,Multi-Housing,Southwest,42900000,7/15/2016,12.45,271728,320,1979
a0I2A00000XQJ71UAH,Existing,"2011 Tax @ $14.28/sf, 2012 Est Tax @ $7.14/sf; 2012 Est Ops @ $12.72/sf",a0I2A00000XQJ71UAH,City-2220,Class A,County-0385,N,FALSE,Market-0140,4,2,12,93,1175.16,,Retail,West,210000000,12/7/2016,1.4263,178699,,1935
a0I2A00000XQJ72UAH,Existing,2009 Tax @ $2.78/sf; 2013 Combined Est Tax/Ops @ $11.27/sf,a0I2A00000XQJ72UAH,City-0090,Class A,County-0636,N,FALSE,Market-0016,2,4,1600,100,335.13,,Office,Southwest,98000000,1/12/2017,54.68,292421,,1998
a0I2A00000XQJ77UAH,,,a0I2A00000XQJ77UAH,City-0358,,County-0613,Y,FALSE,Market-0032,1,5,,0,25,17467.25,Hotel-Lodging,Northeast,,,60000,160000,229,1900
a0I2A00000XQJ78UAH,Existing,2015 Tax @ $35.75/Unit,a0I2A00000XQJ78UAH,City-1656,Class B,County-0481,N,FALSE,Market-0232,24,1,100,,82.85,72826.09,Multi-Housing,Southeast,6700000,4/27/2017,8.06,80868,92,1985
a0I2A00000XQJ79UAH,Existing,2014 Tax @ $142.69/Unit,a0I2A00000XQJ79UAH,City-1627,Class A,County-0154,N,TRUE,Market-0059,1,5,700,92,213.09,191007.19,Multi-Housing,Southwest,53100000,11/23/2015,2.94,249196,278,2013
